Hour,Year,Day,DOY,Latitude,Longitude,Month,Electron_density_Ne,o+,NO,TEC,hmF2,foF2,profundidad,magnitud,tec_GIM
9,2017,10,253,14.7,261.98,9,1.25E+11,99.8,0.1,2.4,296.3,3.18,59.10,4.00,5.1
10,2017,10,253,14.7,261.98,9,97313000000,99.7,0.2,1.9,297.5,2.801,99.60,3.60,4.7
10,2017,10,253,14.7,261.98,9,97313000000,99.7,0.2,1.9,297.5,2.801,8.90,4.00,4.7
11,2017,10,253,14.7,261.98,9,1.02E+11,99.7,0.2,2.1,291.1,2.866,15.00,3.90,4.3
12,2017,10,253,14.7,261.98,9,1.68E+11,97.5,0.5,3.6,274.7,3.718,12.10,4.10,5.4
12,2017,10,253,14.7,261.98,9,1.68E+11,97.5,0.5,3.6,274.7,3.718,16.60,3.80,5.4
13,2017,10,253,14.7,261.98,9,2.73E+11,97.3,0.5,6.6,258.1,4.862,16.60,3.60,9
13,2017,10,253,14.7,261.98,9,2.73E+11,97.3,0.5,6.6,258.1,4.862,112.40,3.90,9
13,2017,10,253,14.7,261.98,9,2.73E+11,97.3,0.5,6.6,258.1,4.862,18.40,3.90,9
14,2017,10,253,14.7,261.98,9,3.59E+11,97.9,0.3,9.1,252.6,5.642,,,10.6
15,2017,10,253,14.7,261.98,9,4.31E+11,98.1,0.2,10.9,259.1,6.118,20.30,4.00,13.7
16,2017,10,253,14.7,261.98,9,5.49E+11,98.5,0.2,13.6,270.4,6.791,15.80,3.70,17.3
16,2017,10,253,14.7,261.98,9,5.49E+11,98.5,0.2,13.6,270.4,6.791,20.00,3.90,17.3
17,2017,10,253,14.7,261.98,9,7.39E+11,98.8,0.1,17.6,281.5,7.782,42.20,4.40,21.5
18,2017,10,253,14.7,261.98,9,9.51E+11,99,0.1,22.2,288.6,8.783,69.40,4.50,25.2
18,2017,10,253,14.7,261.98,9,9.51E+11,99,0.1,22.2,288.6,8.783,7.50,4.00,25.2
19,2017,10,253,14.7,261.98,9,1.13E+12,99.1,0.1,26.1,288.6,9.581,15.00,4.20,28
19,2017,10,253,14.7,261.98,9,1.13E+12,99.1,0.1,26.1,288.6,9.581,25.70,3.70,28
20,2017,10,253,14.7,261.98,9,1.26E+12,99.2,0.1,28.6,282.4,10.155,9.00,3.40,30.6
21,2017,10,253,14.7,261.98,9,1.29E+12,99.2,0.1,28.9,275.9,10.382,16.10,3.90,30.4
21,2017,10,253,14.7,261.98,9,1.29E+12,99.2,0.1,28.9,275.9,10.382,16.10,3.60,30.4
21,2017,10,253,14.7,261.98,9,1.29E+12,99.2,0.1,28.9,275.9,10.382,30.20,4.20,30.4
21,2017,10,253,14.7,261.98,9,1.29E+12,99.2,0.1,28.9,275.9,10.382,42.10,4.10,30.4
21,2017,10,253,14.7,261.98,9,1.29E+12,99.2,0.1,28.9,275.9,10.382,15.20,3.60,30.4
21,2017,10,253,14.7,261.98,9,1.29E+12,99.2,0.1,28.9,275.9,10.382,72.90,3.50,30.4
22,2017,10,253,14.7,261.98,9,1.20E+12,99.1,0.1,26.4,270,10.069,24.30,4.00,29.1
22,2017,10,253,14.7,261.98,9,1.20E+12,99.1,0.1,26.4,270,10.069,16.10,3.90,29.1
23,2017,10,253,14.7,261.98,9,9.71E+11,99,0.1,21.6,261.8,9.197,15.00,4.20,23.5
23,2017,10,253,14.7,261.98,9,9.71E+11,99,0.1,21.6,261.8,9.197,72.70,3.90,23.5
1,2019,12,316,26.35,338.1,11,72096000000,99.1,0.5,0.8,250.9,2.647,,,15.2
2,2019,12,316,26.35,338.1,11,45888000000,99,0.6,0.3,281.5,1.953,10.00,4.10,12.8
3,2019,12,316,26.35,338.1,11,43211000000,99.3,0.4,0.2,307.8,1.874,,,10.2
4,2019,12,316,26.35,338.1,11,50847000000,99.6,0.2,0.2,316.8,2.068,,,8.8
5,2019,12,316,26.35,338.1,11,61987000000,99.7,0.2,0.3,317.4,2.289,,,8.3
6,2019,12,316,26.35,338.1,11,76243000000,99.8,0.1,0.3,311.9,2.508,,,7.1
7,2019,12,316,26.35,338.1,11,91711000000,99.8,0.1,0.4,302.5,2.721,,,8.1
8,2019,12,316,26.35,338.1,11,96752000000,99.8,0.1,0.5,295.6,2.796,3.90,16.00,8.1
9,2019,12,316,26.35,338.1,11,85212000000,99.8,0.1,0.4,295.1,2.624,,,7.7
10,2019,12,316,26.35,338.1,11,72849000000,99.8,0.1,0.4,296.9,2.425,16.70,4.00,8.2
11,2019,12,316,26.35,338.1,11,90031000000,99.8,0.1,0.6,292.7,2.701,,,7.9
12,2019,12,316,26.35,338.1,11,1.67E+11,97.7,0.4,1.4,279,3.736,,,5.9
13,2019,12,316,26.35,338.1,11,3.02E+11,98.5,0.2,3.5,260.5,5.222,,,7.3
14,2019,12,316,26.35,338.1,11,4.32E+11,98.9,0.1,6.2,245.6,6.545,,,11.1
15,2019,12,316,26.35,338.1,11,5.22E+11,99,0.1,8.3,238,7.386,,,13.9
16,2019,12,316,26.35,338.1,11,6.03E+11,99.1,0.1,9.5,240.9,7.846,,,16.9
17,2019,12,316,26.35,338.1,11,6.85E+11,99.2,0.1,10,251,8.086,,,19.1
18,2019,12,316,26.35,338.1,11,7.18E+11,99.1,0.1,10.1,257.8,8.11,,,17.8
19,2019,12,316,26.35,338.1,11,6.80E+11,99,0.1,10,254.2,7.956,,,17.9
20,2019,12,316,26.35,338.1,11,6.11E+11,98.8,0.1,9.8,244,7.77,,,15.4
21,2019,12,316,26.35,338.1,11,5.39E+11,98.6,0.2,9.2,235.9,7.525,,,13.8
22,2019,12,316,26.35,338.1,11,4.36E+11,98.3,0.2,7.5,231.9,6.897,,,13.1
23,2019,12,316,26.35,338.1,11,2.85E+11,97.4,0.4,4.8,230.5,5.643,,,11.2
1,2019,13,317,26.35,338.1,11,70205000000,99.2,0.4,0.8,251.7,2.606,,,9.8
2,2019,13,317,26.35,338.1,11,44717000000,99.1,0.5,0.3,282.1,1.926,,,7.3
3,2019,13,317,26.35,338.1,11,42402000000,99.4,0.3,0.2,307.9,1.857,,,6.1
4,2019,13,317,26.35,338.1,11,50377000000,99.6,0.2,0.2,316.7,2.057,12.80,3.70,7.1
5,2019,13,317,26.35,338.1,11,61834000000,99.8,0.1,0.3,317.4,2.286,,,6.5
6,2019,13,317,26.35,338.1,11,76295000000,99.8,0.1,0.3,312.2,2.51,,,6.1
7,2019,13,317,26.35,338.1,11,91831000000,99.9,0.1,0.4,302.9,2.723,,,6.8
8,2019,13,317,26.35,338.1,11,96914000000,99.9,0.1,0.5,296,2.798,,,6.4
9,2019,13,317,26.35,338.1,11,85561000000,99.8,0.1,0.4,295.5,2.629,12.60,3.80,6.3
10,2019,13,317,26.35,338.1,11,73241000000,99.8,0.1,0.4,297.3,2.431,21.60,4.30,6.4
11,2019,13,317,26.35,338.1,11,90165000000,99.8,0.1,0.6,293.2,2.702,,,6.2
12,2019,13,317,26.35,338.1,11,1.67E+11,97.8,0.3,1.4,279.6,3.732,,,4.9
13,2019,13,317,26.35,338.1,11,3.02E+11,98.6,0.1,3.5,260.9,5.221,,,5.9
14,2019,13,317,26.35,338.1,11,4.33E+11,99,0.1,6.1,245.6,6.55,,,9.8
15,2019,13,317,26.35,338.1,11,5.22E+11,99.1,0.1,8.3,237.7,7.389,,,13.4
16,2019,13,317,26.35,338.1,11,6.00E+11,99.1,0.1,9.5,240.4,7.84,,,17.2
17,2019,13,317,26.35,338.1,11,6.80E+11,99.2,0.1,9.9,250.6,8.065,,,19.9
18,2019,13,317,26.35,338.1,11,7.10E+11,99.1,0.1,10,257.5,8.072,,,19.6
19,2019,13,317,26.35,338.1,11,6.70E+11,99,0.1,9.9,254.1,7.901,,,17.4
20,2019,13,317,26.35,338.1,11,6.00E+11,98.8,0.1,9.7,243.9,7.703,,,14.8
21,2019,13,317,26.35,338.1,11,5.29E+11,98.6,0.2,9,235.8,7.455,,,13
22,2019,13,317,26.35,338.1,11,4.27E+11,98.2,0.2,7.4,232,6.83,,,12.9
23,2019,13,317,26.35,338.1,11,2.80E+11,97.3,0.5,4.7,230.8,5.58,,,11.5
0,19,14,318,26.35,338.1,11,68342000000,99.2,0.5,0.8,252.5,2.564,,,8.9
1,2019,14,318,26.35,338.1,11,43559000000,99.1,0.5,0.3,282.8,1.899,,,6.9
2,2019,14,318,26.35,338.1,11,41601000000,99.3,0.4,0.2,308,1.839,,,6
3,2019,14,318,26.35,338.1,11,49909000000,99.6,0.2,0.2,316.5,2.046,,,6.7
4,2019,14,318,26.35,338.1,11,61680000000,99.7,0.1,0.3,317.4,2.283,,,6.1
5,2019,14,318,26.35,338.1,11,76345000000,99.8,0.1,0.3,312.5,2.512,,,6.2
6,2019,14,318,26.35,338.1,11,91944000000,99.8,0.1,0.4,303.4,2.725,,,6.9
7,2019,14,318,26.35,338.1,11,97075000000,99.8,0.1,0.5,296.5,2.8,,,6.5
8,2019,14,318,26.35,338.1,11,85909000000,99.8,0.1,0.4,295.9,2.634,,,5.9
9,2019,14,318,26.35,338.1,11,73632000000,99.8,0.1,0.4,297.7,2.437,,,6
10,2019,14,318,26.35,338.1,11,90297000000,99.8,0.1,0.5,293.6,2.703,,,6
11,2019,14,318,26.35,338.1,11,1.67E+11,97.8,0.4,1.4,280.1,3.728,,,5
12,2019,14,318,26.35,338.1,11,3.02E+11,98.5,0.2,3.5,261.3,5.219,,,5.9
13,2019,14,318,26.35,338.1,11,4.34E+11,98.9,0.1,6.1,245.6,6.554,,,8.5
14,2019,14,318,26.35,338.1,11,5.21E+11,99,0.1,8.3,237.4,7.393,,,9.3
15,2019,14,318,26.35,338.1,11,5.97E+11,99.1,0.1,9.5,240,7.834,,,13.1
16,2019,14,318,26.35,338.1,11,6.75E+11,99.1,0.1,9.9,250.3,8.045,,,15.2
17,2019,14,318,26.35,338.1,11,7.03E+11,99.1,0.1,9.9,257.3,8.035,,,18.5
18,2019,14,318,26.35,338.1,11,6.60E+11,99,0.1,9.8,254,7.846,,,19.7
19,2019,14,318,26.35,338.1,11,5.89E+11,98.8,0.1,9.5,243.8,7.635,,,16.3
20,2019,14,318,26.35,338.1,11,5.18E+11,98.6,0.2,8.9,235.7,7.384,,,12.7
21,2019,14,318,26.35,338.1,11,4.19E+11,98.2,0.2,7.2,232.1,6.762,,,12.1
22,2019,14,318,26.35,338.1,11,2.74E+11,97.3,0.5,4.6,231.2,5.516,,,10.4
23,2019,15,319,26.35,338.1,11,66505000000,99.2,0.4,0.8,253.4,2.523,,,8.6
1,2019,15,319,26.35,338.1,11,42413000000,99.1,0.5,0.3,283.5,1.872,,,6.1
2,2019,15,319,26.35,338.1,11,40807000000,99.4,0.3,0.2,308.1,1.822,,,5.6
3,2019,15,319,26.35,338.1,11,49443000000,99.7,0.2,0.2,316.3,2.035,,,6.1
4,2019,15,319,26.35,338.1,11,61528000000,99.8,0.1,0.3,317.4,2.28,,,5.5
5,2019,15,319,26.35,338.1,11,76390000000,99.8,0.1,0.3,312.7,2.514,,,5.6
6,2019,15,319,26.35,338.1,11,92050000000,99.9,0.1,0.4,303.8,2.728,,,5.6
7,2019,15,319,26.35,338.1,11,97232000000,99.9,0.1,0.5,296.9,2.801,,,5.4
8,2019,15,319,26.35,338.1,11,86257000000,99.8,0.1,0.4,296.3,2.639,,,5.3
9,2019,15,319,26.35,338.1,11,74023000000,99.8,0.1,0.4,298.1,2.444,10.00,4.00,5.9
10,2019,15,319,26.35,338.1,11,90427000000,99.8,0.1,0.5,294.1,2.704,,,5.6
11,2019,15,319,26.35,338.1,11,1.67E+11,97.8,0.3,1.4,280.7,3.724,,,4.7
12,2019,15,319,26.35,338.1,11,3.03E+11,98.6,0.1,3.5,261.7,5.217,17.00,3.70,5.3
13,2019,15,319,26.35,338.1,11,4.34E+11,99,0.1,6.1,245.7,6.558,,,7.9
14,2019,15,319,26.35,338.1,11,5.20E+11,99,0.1,8.3,237.1,7.397,,,9.6
15,2019,15,319,26.35,338.1,11,5.93E+11,99.1,0.1,9.5,239.5,7.828,17.30,4.10,12.1
16,2019,15,319,26.35,338.1,11,6.69E+11,99.1,0.1,9.8,249.9,8.024,,,12.4
17,2019,15,319,26.35,338.1,11,6.95E+11,99.1,0.1,9.8,257.1,7.998,,,13.3
18,2019,15,319,26.35,338.1,11,6.50E+11,99,0.1,9.6,253.9,7.791,,,12.1
19,2019,15,319,26.35,338.1,11,5.78E+11,98.8,0.1,9.4,243.7,7.568,,,11.9
20,2019,15,319,26.35,338.1,11,5.08E+11,98.5,0.2,8.7,235.6,7.314,,,11.4
21,2019,15,319,26.35,338.1,11,4.10E+11,98.2,0.3,7.1,232.1,6.695,,,11.9
22,2019,15,319,26.35,338.1,11,2.68E+11,97.2,0.5,4.5,231.6,5.453,,,10.8
23,2019,16,320,26.35,338.1,11,66893000000,99.2,0.5,0.8,254.3,2.523,,,8.6
1,2019,16,320,26.35,338.1,11,42825000000,99.1,0.5,0.3,284.2,1.88,,,6.4
2,2019,16,320,26.35,338.1,11,41325000000,99.3,0.4,0.2,308.2,1.833,,,5.3
3,2019,16,320,26.35,338.1,11,50254000000,99.6,0.2,0.2,316.2,2.051,10.00,3.00,6
4,2019,16,320,26.35,338.1,11,62410000000,99.7,0.1,0.3,317.4,2.296,,,5.9
5,2019,16,320,26.35,338.1,11,76992000000,99.8,0.1,0.3,313,2.526,,,5.8
6,2019,16,320,26.35,338.1,11,92396000000,99.8,0.1,0.4,304.3,2.734,,,5.6
7,2019,16,320,26.35,338.1,11,97525000000,99.8,0.1,0.5,297.4,2.805,,,5.3
8,2019,16,320,26.35,338.1,11,86472000000,99.8,0.1,0.4,296.8,2.642,,,5.3
9,2019,16,320,26.35,338.1,11,73957000000,99.8,0.1,0.4,298.6,2.442,,,5.4
10,2019,16,320,26.35,338.1,11,89953000000,99.8,0.1,0.5,294.7,2.697,,,5.1
11,2019,16,320,26.35,338.1,11,1.66E+11,97.8,0.4,1.3,281.2,3.712,,,4.9
12,2019,16,320,26.35,338.1,11,3.02E+11,98.5,0.2,3.4,262.1,5.202,,,5.7
13,2019,16,320,26.35,338.1,11,4.32E+11,98.9,0.1,6.1,245.7,6.538,,,8.8
14,2019,16,320,26.35,338.1,11,5.15E+11,99,0.1,8.2,236.8,7.37,,,11.3
15,2019,16,320,26.35,338.1,11,5.87E+11,99.1,0.1,9.4,239.1,7.796,,,14.5
16,2019,16,320,26.35,338.1,11,6.62E+11,99.1,0.1,9.7,249.6,7.988,,,15.3
17,2019,16,320,26.35,338.1,11,6.89E+11,99.1,0.1,9.7,256.9,7.965,,,14.6
18,2019,16,320,26.35,338.1,11,6.46E+11,99,0.1,9.6,253.8,7.767,,,11.9
19,2019,16,320,26.35,338.1,11,5.75E+11,98.8,0.1,9.3,243.7,7.551,,,11.9
20,2019,16,320,26.35,338.1,11,5.06E+11,98.5,0.2,8.7,235.6,7.296,,,11.4
21,2019,16,320,26.35,338.1,11,4.08E+11,98.2,0.3,7.1,232.3,6.673,,,11.8
22,2019,16,320,26.35,338.1,11,2.67E+11,97.2,0.6,4.5,232.1,5.432,,,10.4
23,2019,17,321,26.35,338.1,11,67293000000,99.1,0.5,0.8,255.3,2.523,,,10.1
1,2019,17,321,26.35,338.1,11,43239000000,99,0.6,0.3,284.9,1.887,,,8.1
2,2019,17,321,26.35,338.1,11,41846000000,99.3,0.4,0.2,308.3,1.845,16.50,3.80,7.1
3,2019,17,321,26.35,338.1,11,51072000000,99.6,0.2,0.2,316,2.066,,,7.8
4,2019,17,321,26.35,338.1,11,63299000000,99.7,0.1,0.3,317.4,2.312,,,7.7
5,2019,17,321,26.35,338.1,11,77592000000,99.8,0.1,0.3,313.3,2.537,,,7
6,2019,17,321,26.35,338.1,11,92733000000,99.8,0.1,0.4,304.8,2.739,,,6.9
7,2019,17,321,26.35,338.1,11,97814000000,99.8,0.1,0.5,297.9,2.809,24.50,3.50,6.2
8,2019,17,321,26.35,338.1,11,86685000000,99.8,0.1,0.4,297.2,2.645,,,6.1
9,2019,17,321,26.35,338.1,11,73890000000,99.8,0.1,0.4,299,2.441,,,6.2
10,2019,17,321,26.35,338.1,11,89477000000,99.8,0.1,0.5,295.2,2.689,18.10,3.80,5.8
11,2019,17,321,26.35,338.1,11,1.65E+11,97.9,0.3,1.3,281.8,3.699,16.10,3.90,5.5
11,2019,17,321,26.35,338.1,11,1.65E+11,97.9,0.3,1.3,281.8,3.699,18.90,3.90,5.5
12,2019,17,321,26.35,338.1,11,3.01E+11,98.5,0.2,3.4,262.6,5.186,,,5.7
13,2019,17,321,26.35,338.1,11,4.29E+11,98.9,0.1,6,245.8,6.519,,,8.8
14,2019,17,321,26.35,338.1,11,5.11E+11,99,0.1,8.2,236.5,7.344,,,10.2
15,2019,17,321,26.35,338.1,11,5.80E+11,99.1,0.1,9.3,238.7,7.763,,,12.8
16,2019,17,321,26.35,338.1,11,6.55E+11,99.1,0.1,9.7,249.2,7.952,,,13.4
17,2019,17,321,26.35,338.1,11,6.83E+11,99.1,0.1,9.6,256.8,7.932,16.50,3.90,14.4
18,2019,17,321,26.35,338.1,11,6.42E+11,99,0.1,9.5,253.8,7.743,,,12.8
19,2019,17,321,26.35,338.1,11,5.73E+11,98.8,0.1,9.3,243.6,7.533,,,12.2
20,2019,17,321,26.35,338.1,11,5.03E+11,98.5,0.2,8.6,235.5,7.279,,,12.9
21,2019,17,321,26.35,338.1,11,4.06E+11,98.1,0.3,7,232.4,6.651,,,14.1
22,2019,17,321,26.35,338.1,11,2.66E+11,97.2,0.5,4.5,232.5,5.411,,,12.4
23,2019,18,322,26.35,338.1,11,67703000000,99.2,0.5,0.8,256.2,2.523,,,8.6
1,2019,18,322,26.35,338.1,11,43654000000,99.1,0.5,0.3,285.7,1.894,10.00,4.10,7.4
2,2019,18,322,26.35,338.1,11,42370000000,99.4,0.4,0.2,308.4,1.857,,,6.7
3,2019,18,322,26.35,338.1,11,51898000000,99.6,0.2,0.2,315.8,2.082,,,7.3
4,2019,18,322,26.35,338.1,11,64194000000,99.8,0.1,0.3,317.4,2.328,,,6.6
5,2019,18,322,26.35,338.1,11,78190000000,99.8,0.1,0.3,313.6,2.548,23.10,4.00,6.1
6,2019,18,322,26.35,338.1,11,93062000000,99.9,0.1,0.4,305.3,2.745,,,6
7,2019,18,322,26.35,338.1,11,98100000000,99.9,0.1,0.5,298.4,2.813,,,5.8
8,2019,18,322,26.35,338.1,11,86895000000,99.8,0.1,0.4,297.7,2.648,,,5.6
9,2019,18,322,26.35,338.1,11,73820000000,99.8,0.1,0.4,299.5,2.44,,,5.9
10,2019,18,322,26.35,338.1,11,88999000000,99.8,0.1,0.5,295.7,2.681,10.00,4.10,5.2
11,2019,18,322,26.35,338.1,11,1.64E+11,97.9,0.3,1.3,282.4,3.686,,,5
12,2019,18,322,26.35,338.1,11,2.99E+11,98.6,0.1,3.4,263,5.17,,,5.3
13,2019,18,322,26.35,338.1,11,4.27E+11,99,0.1,6,245.9,6.499,,,8.4
14,2019,18,322,26.35,338.1,11,5.06E+11,99,0.1,8.1,236.2,7.318,,,10.6
15,2019,18,322,26.35,338.1,11,5.74E+11,99.1,0.1,9.2,238.2,7.73,,,12.5
16,2019,18,322,26.35,338.1,11,6.48E+11,99.1,0.1,9.6,248.9,7.916,,,14.7
17,2019,18,322,26.35,338.1,11,6.77E+11,99.1,0.1,9.6,256.6,7.899,,,17.2
18,2019,18,322,26.35,338.1,11,6.38E+11,99,0.1,9.5,253.7,7.718,,,15.9
19,2019,18,322,26.35,338.1,11,5.70E+11,98.8,0.1,9.3,243.6,7.516,,,15
20,2019,18,322,26.35,338.1,11,5.01E+11,98.5,0.2,8.6,235.5,7.262,,,13.7
21,2019,18,322,26.35,338.1,11,4.04E+11,98.2,0.3,7,232.6,6.629,,,14.5
22,2019,18,322,26.35,338.1,11,2.65E+11,97.2,0.5,4.4,233.1,5.39,,,11.5
23,2019,19,323,26.35,338.1,11,68125000000,99.2,0.4,0.8,257.3,2.523,,,8.4
1,2019,19,323,26.35,338.1,11,44070000000,99.2,0.5,0.3,286.4,1.901,,,6.9
2,2019,19,323,26.35,338.1,11,42897000000,99.4,0.3,0.2,308.5,1.868,,,6.3
3,2019,19,323,26.35,338.1,11,52732000000,99.6,0.2,0.2,315.6,2.097,,,6.7
4,2019,19,323,26.35,338.1,11,65097000000,99.8,0.1,0.3,317.4,2.344,,,6.5
5,2019,19,323,26.35,338.1,11,78784000000,99.8,0.1,0.3,314,2.56,,,6.4
6,2019,19,323,26.35,338.1,11,93380000000,99.8,0.1,0.4,305.8,2.751,21.10,3.90,6
7,2019,19,323,26.35,338.1,11,98382000000,99.9,0.1,0.5,298.9,2.817,18.00,3.70,5.3
8,2019,19,323,26.35,338.1,11,87103000000,99.8,0.1,0.4,298.2,2.651,,,5.6
9,2019,19,323,26.35,338.1,11,73747000000,99.8,0.1,0.4,300,2.439,15.90,3.80,6.3
10,2019,19,323,26.35,338.1,11,88519000000,99.8,0.1,0.5,296.3,2.673,,,5.2
11,2019,19,323,26.35,338.1,11,1.63E+11,97.9,0.3,1.3,283,3.673,,,5.3
12,2019,19,323,26.35,338.1,11,2.98E+11,98.6,0.1,3.3,263.5,5.154,,,5.5
13,2019,19,323,26.35,338.1,11,4.25E+11,98.9,0.1,5.9,246,6.479,,,8
14,2019,19,323,26.35,338.1,11,5.01E+11,99,0.1,8,235.9,7.292,,,10
15,2019,19,323,26.35,338.1,11,5.67E+11,99.1,0.1,9.1,237.8,7.697,,,12.3
16,2019,19,323,26.35,338.1,11,6.40E+11,99.1,0.1,9.5,248.5,7.88,,,13.9
17,2019,19,323,26.35,338.1,11,6.71E+11,99.1,0.1,9.5,256.4,7.866,5.00,3.70,15.2
18,2019,19,323,26.35,338.1,11,6.34E+11,98.9,0.1,9.4,253.7,7.694,,,12
19,2019,19,323,26.35,338.1,11,5.67E+11,98.7,0.1,9.2,243.6,7.499,,,12.3
20,2019,19,323,26.35,338.1,11,4.98E+11,98.5,0.2,8.6,235.5,7.244,16.60,3.70,13.1
21,2019,19,323,26.35,338.1,11,4.01E+11,98.1,0.3,6.9,232.8,6.607,,,12.3
22,2019,19,323,26.35,338.1,11,2.64E+11,97.2,0.5,4.4,233.6,5.369,,,10.5
23,2019,20,324,26.35,338.1,11,68556000000,99.3,0.4,0.8,258.3,2.522,,,8.2
1,2019,20,324,26.35,338.1,11,44486000000,99.2,0.5,0.3,287.2,1.908,,,6.7
2,2019,20,324,26.35,338.1,11,43427000000,99.4,0.3,0.2,308.6,1.88,,,6
3,2019,20,324,26.35,338.1,11,53573000000,99.7,0.2,0.2,315.4,2.113,,,5.7
4,2019,20,324,26.35,338.1,11,66006000000,99.8,0.1,0.3,317.4,2.359,9.40,6.40,5.8
4,2019,20,324,26.35,338.1,11,66006000000,99.8,0.1,0.3,317.4,2.359,10.00,3.80,5.8
4,2019,20,324,26.35,338.1,11,66006000000,99.8,0.1,0.3,317.4,2.359,10.00,3.90,5.8
4,2019,20,324,26.35,338.1,11,66006000000,99.8,0.1,0.3,317.4,2.359,10.00,3.70,5.8
5,2019,20,324,26.35,338.1,11,79375000000,99.8,0.1,0.3,314.3,2.571,10.00,4.00,6
5,2019,20,324,26.35,338.1,11,79375000000,99.8,0.1,0.3,314.3,2.571,10.00,3.90,6
5,2019,20,324,26.35,338.1,11,79375000000,99.8,0.1,0.3,314.3,2.571,10.00,3.80,6
5,2019,20,324,26.35,338.1,11,79375000000,99.8,0.1,0.3,314.3,2.571,10.00,3.70,6
6,2019,20,324,26.35,338.1,11,93688000000,99.9,0.1,0.4,306.3,2.757,10.00,3.90,5.7
6,2019,20,324,26.35,338.1,11,93688000000,99.9,0.1,0.4,306.3,2.757,10.00,4.00,5.7
6,2019,20,324,26.35,338.1,11,93688000000,99.9,0.1,0.4,306.3,2.757,10.00,4.10,5.7
7,2019,20,324,26.35,338.1,11,98660000000,99.9,0.1,0.5,299.5,2.821,,,6.1
8,2019,20,324,26.35,338.1,11,87308000000,99.8,0.1,0.4,298.7,2.654,,,6.3
9,2019,20,324,26.35,338.1,11,73670000000,99.8,0.1,0.4,300.5,2.437,10.00,3.80,6
10,2019,20,324,26.35,338.1,11,88035000000,99.8,0.1,0.5,296.9,2.666,10.00,4.00,5.1
10,2019,20,324,26.35,338.1,11,88035000000,99.8,0.1,0.5,296.9,2.666,10.00,4.00,5.1
10,2019,20,324,26.35,338.1,11,88035000000,99.8,0.1,0.5,296.9,2.666,10.00,3.80,5.1
11,2019,20,324,26.35,338.1,11,1.63E+11,97.9,0.3,1.3,283.6,3.66,10.00,3.80,5.3
11,2019,20,324,26.35,338.1,11,1.63E+11,97.9,0.3,1.3,283.6,3.66,10.00,5.30,5.3
11,2019,20,324,26.35,338.1,11,1.63E+11,97.9,0.3,1.3,283.6,3.66,10.00,4.50,5.3
12,2019,20,324,26.35,338.1,11,2.97E+11,98.6,0.1,3.3,263.9,5.138,,,5.2
13,2019,20,324,26.35,338.1,11,4.22E+11,99,0.1,5.9,246,6.459,,,7.8
14,2019,20,324,26.35,338.1,11,4.97E+11,99,0.1,8,235.7,7.266,16.00,4.00,9.9
15,2019,20,324,26.35,338.1,11,5.61E+11,99.1,0.1,9.1,237.4,7.664,,,12.3
16,2019,20,324,26.35,338.1,11,6.33E+11,99.1,0.1,9.4,248.2,7.844,10.00,4.10,13.4
17,2019,20,324,26.35,338.1,11,6.65E+11,99.1,0.1,9.4,256.3,7.833,13.00,4.00,14.3
18,2019,20,324,26.35,338.1,11,6.30E+11,98.9,0.1,9.3,253.7,7.67,,,11.4
19,2019,20,324,26.35,338.1,11,5.65E+11,98.8,0.1,9.2,243.6,7.482,,,10.6
20,2019,20,324,26.35,338.1,11,4.96E+11,98.5,0.2,8.5,235.6,7.227,10.00,4.10,10.3
21,2019,20,324,26.35,338.1,11,3.99E+11,98.1,0.3,6.9,233,6.585,,,11.4
22,2019,20,324,26.35,338.1,11,2.63E+11,97.2,0.5,4.4,234.2,5.348,10.00,3.90,11
23,2019,21,325,26.35,338.1,11,68998000000,99.2,0.4,0.7,259.4,2.522,15.00,4.20,9.9
1,2019,21,325,26.35,338.1,11,44903000000,99.1,0.5,0.3,288,1.916,10.00,3.90,7.7
2,2019,21,325,26.35,338.1,11,43961000000,99.4,0.4,0.2,308.7,1.892,,,7.6
3,2019,21,325,26.35,338.1,11,54422000000,99.6,0.2,0.2,315.2,2.128,,,6.9
4,2019,21,325,26.35,338.1,11,66922000000,99.8,0.1,0.3,317.4,2.375,,,6.9
5,2019,21,325,26.35,338.1,11,79962000000,99.8,0.1,0.3,314.6,2.582,7.80,4.20,7.6
6,2019,21,325,26.35,338.1,11,93984000000,99.8,0.1,0.4,306.8,2.763,,,6.7
7,2019,21,325,26.35,338.1,11,98933000000,99.8,0.1,0.5,300,2.825,,,6.5
8,2019,21,325,26.35,338.1,11,87510000000,99.8,0.1,0.4,299.2,2.657,,,7.4
9,2019,21,325,26.35,338.1,11,73588000000,99.8,0.1,0.4,301,2.436,,,6.6
10,2019,21,325,26.35,338.1,11,87549000000,99.8,0.1,0.5,297.4,2.658,,,5.8
11,2019,21,325,26.35,338.1,11,1.62E+11,97.9,0.4,1.3,284.3,3.648,,,6.1
12,2019,21,325,26.35,338.1,11,2.96E+11,98.5,0.2,3.3,264.4,5.122,,,6.2
13,2019,21,325,26.35,338.1,11,4.20E+11,98.9,0.1,5.9,246.1,6.439,,,8.3
14,2019,21,325,26.35,338.1,11,4.92E+11,99,0.1,7.9,235.4,7.239,,,11.1
15,2019,21,325,26.35,338.1,11,5.54E+11,99,0.1,9,237,7.631,,,14.2
16,2019,21,325,26.35,338.1,11,6.26E+11,99.1,0.1,9.3,247.9,7.808,,,16.2
