Day,Hour of day,Latitude,Longitude,magnitud,Profundidad,Tec,Ne/cm-3,O+,N+,hmF2,foF2,VTEC,sismo
2022-09-18,10:45,18.53368,237.3,0.0,0.0,2.9,200024,989,10,308.7,4.032,59.1,0.0
2022-09-18,11:00,18.53368,237.3,0.0,0.0,2.79,190322,989,10,306.8,3.927,59.9,0.0
2022-09-18,11:20,18.53368,237.3,0.0,0.0,2.69,181500,989,10,304.9,3.83,60.1,0.0
2022-09-18,11:25,18.53368,237.3,0.0,0.0,2.62,174162,988,11,303.1,3.749,56.8,0.0
2022-09-18,11:35,18.53368,237.3,0.0,0.0,2.57,168906,988,11,301.3,3.691,54.2,0.0
2022-09-18,11:45,18.53368,237.3,0.0,0.0,2.42,151103,987,12,299.5,3.662,50.1,0.0
2022-09-18,12:00,18.53368,237.3,0.0,0.0,2.44,150010,987,12,297.8,3.669,48.6,0.0
2022-09-18,12:20,18.53368,237.3,0.0,0.0,2.52,152150,987,12,296.0,3.718,50.3,0.0
2022-09-18,12:25,18.53368,237.3,0.0,0.0,2.65,157892,986,13,294.4,3.812,44.0,0.0
2022-09-18,12:35,18.53368,237.3,0.0,0.0,2.84,167583,986,13,292.7,3.954,43.2,0.0
2022-09-18,12:45,18.53368,237.3,0.0,0.0,3.12,181545,985,13,291.1,4.143,42.9,0.0
2022-09-18,13:00,18.53368,237.3,0.0,0.0,3.47,200039,985,14,289.5,4.379,39.7,0.0
2022-09-18,13:20,18.53368,237.3,0.0,0.0,3.91,223231,985,14,288.0,4.658,35.4,0.0
2022-09-18,13:25,18.53368,237.3,0.0,0.0,4.45,251137,984,14,286.5,4.973,31.8,0.0
2022-09-18,13:35,18.53368,237.3,0.0,0.0,5.08,283579,984,14,285.1,5.317,27.5,0.0
2022-09-18,13:45,18.53368,237.3,0.0,0.0,5.81,320157,984,15,283.8,5.683,24.0,0.0
2022-09-18,14:00,18.53368,237.3,0.0,0.0,6.63,360236,984,15,282.6,6.061,21.8,0.0
2022-09-18,14:20,18.53368,237.3,0.0,0.0,7.52,402981,983,15,281.5,6.443,19.6,0.0
2022-09-18,14:25,18.53368,237.3,0.0,0.0,8.45,447406,983,15,280.6,6.819,17.4,0.0
2022-09-18,14:35,18.53368,237.3,0.0,0.0,9.4,492457,983,15,279.8,7.182,16.1,0.0
2022-09-18,14:45,18.53368,237.3,0.0,0.0,10.35,537110,983,15,279.1,7.527,15.8,0.0
2022-09-18,15:00,18.53368,237.3,0.0,0.0,11.27,580455,983,15,278.6,7.847,15.0,0.0
2022-09-18,15:20,18.53368,237.3,0.0,0.0,12.17,621788,983,15,278.4,8.141,15.5,0.0
2022-09-18,15:25,18.53368,237.3,0.0,0.0,13.02,660652,983,15,278.3,8.407,13.8,0.0
2022-09-18,15:35,18.53368,237.3,0.0,0.0,13.84,696877,984,15,278.5,8.645,12.5,0.0
2022-09-18,15:45,18.53368,237.3,0.0,0.0,14.61,730561,984,15,278.9,8.859,12.0,0.0
2022-09-18,16:00,18.53368,237.3,0.0,0.0,15.35,762032,984,15,279.6,9.051,11.4,0.0
2022-09-18,16:20,18.53368,237.3,0.0,0.0,16.05,791806,984,15,280.5,9.226,11.3,0.0
2022-09-18,16:45,18.53368,237.3,0.0,0.0,16.73,820496,985,14,281.7,9.388,10.7,0.0
2022-09-18,16:35,18.53368,237.3,0.0,0.0,17.4,848745,985,14,283.2,9.542,10.2,0.0
2022-09-18,16:45,18.53368,237.3,0.0,0.0,18.07,877159,986,13,284.9,9.691,10.8,0.0
2022-09-18,17:00,18.53368,237.3,0.0,0.0,18.74,906230,986,13,286.9,9.841,10.1,0.0
2022-09-18,17:20,18.53368,237.3,0.0,0.0,19.42,936287,987,13,289.1,9.993,10.3,0.0
2022-09-18,17:25,18.53368,237.3,0.0,0.0,20.12,967459,987,12,291.5,10.149,9.9,0.0
2022-09-18,17:35,18.53368,237.3,0.0,0.0,20.84,999649,988,12,294.1,10.309,10.6,0.0
2022-09-18,17:45,18.53368,237.3,0.0,0.0,21.58,1032556,988,11,296.9,10.474,10.3,0.0
2022-09-18,18:00,18.53368,237.3,0.0,0.0,22.32,1065669,988,11,299.8,10.641,9.6,0.0
2022-09-18,18:20,18.53368,237.3,0.0,0.0,25.99,1448042,989,11,302.8,10.809,9.1,0.0
2022-09-18,18:25,18.53368,237.3,0.0,0.0,26.73,1490083,989,11,305.9,10.976,9.5,0.0
2022-09-18,18:35,18.53368,237.3,0.0,0.0,27.46,1528997,989,10,309.0,11.139,9.1,0.0
2022-09-18,18:45,18.53368,237.3,0.0,0.0,28.14,1563919,990,10,312.1,11.296,9.3,0.0
2022-09-18,19:00,18.53368,237.3,0.0,0.0,28.78,1594331,990,10,315.1,11.445,10.3,0.0
2022-09-18,19:20,18.53368,237.3,0.0,0.0,29.36,1620101,990,10,318.0,11.584,10.5,0.0
2022-09-18,19:25,18.53368,237.3,0.0,0.0,29.9,1641463,990,10,320.8,11.712,10.4,0.0
2022-09-18,19:35,18.53368,237.3,0.0,0.0,30.37,1658962,990,10,323.3,11.829,10.8,0.0
2022-09-18,19:45,18.53368,237.3,0.0,0.0,30.8,1673367,990,10,325.6,11.935,9.2,0.0
2022-09-18,20:00,18.53368,237.3,0.0,0.0,31.19,1685550,990,10,327.7,12.03,8.3,0.0
2022-09-18,20:20,18.53368,237.3,0.0,0.0,31.52,1696402,990,10,329.4,12.115,8.1,0.0
2022-09-18,20:25,18.53368,237.3,0.0,0.0,31.82,1706728,990,10,330.7,12.191,10.4,0.0
2022-09-18,20:35,18.53368,237.3,0.0,0.0,32.09,1717211,990,10,331.7,12.258,10.2,0.0
2022-09-18,20:45,18.53368,237.3,0.0,0.0,32.32,1728351,989,11,332.3,12.317,9.0,0.0
2022-09-18,21:00,18.53368,237.3,0.0,0.0,32.52,1740490,989,11,332.5,12.369,8.8,0.0
2022-09-18,21:20,18.53368,237.3,0.0,0.0,32.68,1753774,989,11,332.3,12.412,8.7,0.0
2022-09-18,21:25,18.53368,237.3,0.0,0.0,32.81,1768140,989,11,331.6,12.447,8.9,0.0
2022-09-18,21:35,18.53368,237.3,0.0,0.0,32.91,1783312,988,12,330.6,12.473,9.3,0.0
2022-09-18,21:45,18.53368,237.3,0.0,0.0,32.97,1798742,988,12,329.1,12.487,8.8,0.0
2022-09-18,22:00,18.53368,237.3,0.0,0.0,32.99,1813600,988,12,327.2,12.489,9.0,0.0
2022-09-18,22:20,18.53368,237.3,0.0,0.0,32.97,1826778,987,12,325.0,12.476,9.0,0.0
2022-09-18,22:25,18.53368,237.3,0.0,0.0,32.89,1836890,987,13,322.5,12.447,10.1,0.0
2022-09-18,22.35,18.53368,237.3,0.0,0.0,32.72,1842374,987,13,319.7,12.401,11.9,0.0
2022-09-18,22:45,18.53368,237.3,0.0,0.0,32.52,1841609,986,13,316.6,12.337,14.9,0.0
2022-09-18,23:00,18.53368,237.3,0.0,0.0,32.25,1833107,986,14,313.3,12.254,17.4,0.0
2022-09-18,23:20,18.53368,237.3,0.0,0.0,31.89,1815729,986,14,309.9,12.152,18.2,0.0
2022-09-18,23:25,18.53368,237.3,0.0,0.0,31.45,1788895,986,14,306.4,12.031,19.6,0.0
2022-09-18,23:25,18.53368,237.3,0.0,0.0,30.92,1752749,985,14,302.9,11.893,21.8,0.0
2022-09-18,23:45,18.53368,237.3,0.0,0.0,26.86,1303113,985,15,299.3,11.738,22.9,0.0
2022-09-18,00:00,18.53368,237.3,0.0,0.0,26.2,1266593,985,15,295.9,11.567,25.1,0.0
2022-09-19,01:00,18.53368,237.3,0.0,0.0,22.25,1042267,986,14,281.2,10.533,26.7,0.0
2022-09-19,01:20,18.53368,237.3,0.0,0.0,21.39,996896,986,14,279.2,10.3,27.6,0.0
2022-09-19,01:25,18.53368,237.3,0.0,0.0,20.5,952659,986,14,277.7,10.061,27.6,0.0
2022-09-19,01:35,18.53368,237.3,0.0,0.0,19.61,909935,986,13,276.5,9.817,27.7,0.0
2022-09-19,01:45,18.53368,237.3,0.0,0.0,18.69,868973,987,13,275.8,9.57,28.2,0.0
2022-09-19,02:00,18.53368,237.3,0.0,0.0,17.77,829950,987,13,275.5,9.32,25.7,0.0
2022-09-19,02:20,18.53368,237.3,0.0,0.0,16.85,792964,987,12,275.6,9.069,27.3,0.0
2022-09-19,02:25,18.53368,237.3,0.0,0.0,15.83,758081,988,12,276.1,8.818,30.0,0.0
2022-09-19,02:35,18.53368,237.3,0.0,0.0,14.91,725341,988,12,277.1,8.571,31.8,0.0
2022-09-19,02:45,18.53368,237.3,0.0,0.0,14.03,694783,988,11,278.4,8.328,31.5,0.0
2022-09-19,3:00,18.53368,237.3,0.0,0.0,13.17,666434,989,11,280.2,8.093,33.6,0.0
2022-09-19,3:20,18.53368,237.3,0.0,0.0,12.41,640330,989,11,282.2,7.869,34.8,0.0
2022-09-19,3:25,18.53368,237.3,0.0,0.0,11.63,616496,989,10,284.6,7.657,36.7,0.0
2022-09-19,3:35,18.53368,237.3,0.0,0.0,10.9,594951,990,10,287.2,7.46,39.9,0.0
2022-09-19,3:45,18.53368,237.3,0.0,0.0,10.24,575682,990,10,290.0,7.281,43.7,0.0
2022-09-19,04:00,18.53368,237.3,0.0,0.0,9.64,558640,990,9,293.0,7.12,43.8,0.0
2022-09-19,04:20,18.53368,237.3,0.0,0.0,9.12,543727,991,9,296.2,6.978,44.5,0.0
2022-09-19,4:25,18.53368,237.3,0.0,0.0,8.67,530775,991,9,299.4,6.855,45.8,0.0
2022-09-19,04:35,18.53368,237.3,0.0,0.0,8.68,564821,991,9,302.6,6.751,47.1,0.0
2022-09-19,04:45,18.53368,237.3,0.0,0.0,8.3,548884,991,9,305.8,6.662,51.2,0.0
2022-09-19,5:00,18.53368,237.3,0.0,0.0,7.97,534294,991,8,309.0,6.587,53.3,0.0
2022-09-19,5:20,18.53368,237.3,0.0,0.0,7.69,520486,991,8,312.0,6.522,55.3,0.0
2022-09-19,5:25,18.53368,237.3,0.0,0.0,7.44,506973,991,8,314.9,6.463,58.0,0.0
2022-09-19,5:35,18.53368,237.3,0.0,0.0,7.21,493354,991,8,317.6,6.407,59.9,0.0
2022-09-19,5:45,18.53368,237.3,0.0,0.0,6.99,479324,991,8,320.1,6.35,56.7,0.0
2022-09-19,06:00,18.53368,237.3,0.0,0.0,6.78,464680,991,8,322.4,6.289,57.7,0.0
2022-09-19,06:20,18.53368,237.3,0.0,0.0,6.56,449325,991,8,324.4,6.221,57.3,0.0
2022-09-19,06:25,18.53368,237.3,0.0,0.0,6.33,433278,991,8,326.1,6.144,56.8,0.0
2022-09-19,06:35,18.53368,237.3,0.0,0.0,6.1,416659,991,8,327.6,6.058,60.2,0.0
2022-09-19,06:45,18.53368,237.3,0.0,0.0,5.86,399687,991,8,328.7,5.963,61.8,0.0
2022-09-19,07:00,18.53368,237.3,0.0,0.0,5.61,382649,991,8,329.6,5.859,55.4,0.0
2022-09-19,07:20,18.53368,237.3,0.0,0.0,5.37,365878,991,8,330.1,5.749,55.8,0.0
2022-09-19,07:25,18.53368,237.3,0.0,0.0,5.13,349714,991,8,330.4,5.635,53.9,0.0
2022-09-19,07:35,18.53368,237.3,0.0,0.0,4.89,334483,991,8,330.4,5.519,49.1,0.0
2022-09-19,07:45,18.53368,237.3,0.0,0.0,4.67,320456,991,8,330.1,5.405,47.1,0.0
2022-09-19,08:00,18.53368,237.3,0.0,0.0,4.47,307832,991,8,329.6,5.293,45.4,0.0
2022-09-19,08:20,18.53368,237.3,0.0,0.0,4.29,296715,991,8,328.8,5.188,45.0,0.0
2022-09-19,08:25,18.53368,237.3,0.0,0.0,4.13,287103,991,8,327.9,5.088,44.4,0.0
2022-09-19,08:35,18.53368,237.3,0.0,0.0,3.99,278887,991,8,326.8,4.996,42.5,0.0
2022-09-19,08:45,18.53368,237.3,0.0,0.0,3.87,271849,991,8,325.5,4.91,40.0,0.0
2022-09-19,09:00,18.53368,237.3,0.0,0.0,3.76,265679,991,8,324.0,4.828,39.3,0.0
2022-09-19,09:20,18.53368,237.3,0.0,0.0,3.66,260002,991,8,322.5,4.75,38.5,0.0
2022-09-19,09:25,18.53368,237.3,0.0,0.0,3.57,254411,991,9,320.9,4.672,34.9,0.0
2022-09-19,09:35,18.53368,237.3,0.0,0.0,3.48,248514,991,9,319.1,4.592,29.5,0.0
2022-09-19,09:45,18.53368,237.3,0.0,0.0,3.39,241980,991,9,317.4,4.508,25.8,0.0
2022-09-19,10:00,18.53368,237.3,0.0,0.0,3.3,234589,990,9,315.6,4.418,24.8,0.0
2022-09-19,10:20,18.53368,237.3,0.0,0.0,3.2,226268,990,9,313.7,4.321,21.3,0.0
2022-09-19,10:25,18.53368,237.3,0.0,0.0,3.09,217111,990,9,311.9,4.219,17.8,0.0
2022-09-19,10:35,18.53368,237.3,0.0,0.0,2.98,207375,990,9,310.0,4.112,15.4,0.0
2022-09-19,10:45,18.53368,237.3,0.0,0.0,2.86,197465,990,10,308.2,4.004,15.2,0.0
2022-09-19,11:00,18.53368,237.3,0.0,0.0,2.76,187891,989,10,306.3,3.9,14.8,0.0
2022-09-19,11:20,18.53368,237.3,0.0,0.0,2.66,179226,989,10,304.5,3.805,14.1,0.0
2022-09-19,11:25,18.53368,237.3,0.0,0.0,2.59,172067,988,11,302.7,3.726,13.6,0.0
2022-09-19,11:35,18.53368,237.3,0.0,0.0,2.55,167000,988,11,300.9,3.67,12.1,0.0
2022-09-19,11:45,18.53368,237.3,0.0,0.0,2.4,149441,988,11,299.2,3.643,12.7,0.0
2022-09-19,12:00,18.53368,237.3,0.0,0.0,2.42,148533,987,12,297.4,3.653,11.9,0.0
2022-09-19,12:20,18.53368,237.3,0.0,0.0,2.5,150851,987,12,295.7,3.704,11.7,0.0
2022-09-19,12:25,18.53368,237.3,0.0,0.0,2.63,156767,986,12,294.0,3.801,11.0,0.0
2022-09-19,12:35,18.53368,237.3,0.0,0.0,2.83,166633,986,13,292.4,3.945,11.5,0.0
2022-09-19,12:45,18.53368,237.3,0.0,0.0,3.11,180776,985,13,290.8,4.138,11.2,0.0
2022-09-19,13:00,18.53368,237.3,0.0,0.0,3.46,199463,985,13,289.2,4.377,10.7,0.0
2022-09-19,13:20,18.53368,237.3,0.0,0.0,3.91,222865,985,14,287.7,4.658,10.3,0.0
2022-09-19,13:25,18.53368,237.3,0.0,0.0,4.45,251005,984,14,286.3,4.976,9.8,0.0
2022-09-19,13:35,18.53368,237.3,0.0,0.0,5.09,283707,984,14,284.9,5.324,10.1,0.0
2022-09-19,13:45,18.53368,237.3,0.0,0.0,5.82,320574,984,14,283.6,5.694,10.1,0.0
2022-09-19,14:00,18.53368,237.3,0.0,0.0,6.65,360973,984,15,282.4,6.075,10.0,0.0
2022-09-19,14:20,18.53368,237.3,0.0,0.0,7.54,404066,984,15,281.3,6.46,9.6,0.0
2022-09-19,14:25,18.53368,237.3,0.0,0.0,8.48,448863,983,15,280.3,6.84,9.6,0.0
2022-09-19,14:35,18.53368,237.3,0.0,0.0,9.44,494311,983,15,279.5,7.207,10.0,0.0
2022-09-19,14:45,18.53368,237.3,0.0,0.0,10.39,539373,983,15,278.8,7.554,10.3,0.0
2022-09-19,15:00,18.53368,237.3,0.0,0.0,11.33,583135,983,15,278.3,7.878,10.3,0.0
2022-09-19,15:20,18.53368,237.3,0.0,0.0,12.23,624884,983,15,278.1,8.175,9.8,0.0
2022-09-19,15:25,18.53368,237.3,0.0,0.0,13.09,664154,984,15,278.0,8.443,9.6,0.0
2022-09-19,15:35,18.53368,237.3,0.0,0.0,13.91,700770,984,15,278.2,8.685,9.5,0.0
2022-09-19,15:45,18.53368,237.3,0.0,0.0,14.69,734817,984,15,278.6,8.901,8.5,0.0
2022-09-19,16:00,18.53368,237.3,0.0,0.0,15.44,766622,984,15,279.2,9.095,8.1,0.0
2022-09-19,16:20,18.53368,237.3,0.0,0.0,16.15,796693,984,14,280.1,9.271,9.4,0.0
2022-09-19,16:45,18.53368,237.3,0.0,0.0,16.84,825638,985,14,281.3,9.434,9.1,0.0
2022-09-19,16:35,18.53368,237.3,0.0,0.0,17.51,854104,985,14,282.7,9.589,8.7,0.0
2022-09-19,16:45,18.53368,237.3,0.0,0.0,18.18,882689,986,13,284.4,9.74,8.7,0.0
2022-09-19,17:00,18.53368,237.3,0.0,0.0,18.86,911887,986,13,286.4,9.889,8.8,0.0
2022-09-19,17:20,18.53368,237.3,0.0,0.0,19.54,942025,987,13,288.6,10.041,8.6,0.0
2022-09-19,17:25,18.53368,237.3,0.0,0.0,20.24,973232,987,12,291.0,10.196,8.6,0.0
2022-09-19,17:35,18.53368,237.3,0.0,0.0,20.96,1005421,988,12,293.6,10.355,9.7,0.0
2022-09-19,17:45,18.53368,237.3,0.0,0.0,21.7,1038281,988,12,296.3,10.518,9.1,0.0
2022-09-19,18:00,18.53368,237.3,7.7,15.0,22.44,1071311,988,11,299.2,10.684,8.1,1.0
2022-09-19,18:20,18.53368,237.3,4.1,7.0,26.16,1459416,989,11,302.2,10.851,9.0,1.0
2022-09-19,18:25,18.53368,237.3,3.7,50.0,26.9,1501450,989,11,305.3,11.015,9.9,1.0
2022-09-19,18:35,18.53368,237.3,3.8,8.0,27.62,1540301,989,10,308.4,11.176,11.6,1.0
2022-09-19,18:45,18.53368,237.3,3.5,5.0,28.29,1575083,989,10,311.5,11.33,14.7,1.0
2022-09-19,19:00,18.53368,237.3,3.8,8.0,28.92,1605272,990,10,314.5,11.477,16.7,1.0
2022-09-19,19:20,18.53368,237.3,3.8,5.0,29.5,1630735,990,10,317.4,11.613,18.3,1.0
2022-09-19,19:25,18.53368,237.3,3.6,10.0,30.03,1651718,990,10,320.1,11.738,19.1,1.0
2022-09-19,19:35,18.53368,237.3,3.4,10.0,30.5,1668781,990,10,322.7,11.852,20.7,1.0
2022-09-19,19:45,18.53368,237.3,3.4,10.0,30.92,1682707,990,10,325.0,11.955,22.1,1.0
2022-09-19,20:00,18.53368,237.3,3.8,10.0,31.29,1694393,990,10,327.0,12.048,23.0,1.0
2022-09-19,20:20,18.53368,237.3,3.7,10.0,31.62,1704743,990,10,328.8,12.13,24.2,1.0
2022-09-19,20:25,18.53368,237.3,3.8,10.0,31.91,1714583,989,10,330.1,12.204,25.0,1.0
2022-09-19,20:35,18.53368,237.3,3.8,10.0,32.17,1724610,989,11,331.1,12.269,25.9,1.0
2022-09-19,20:45,18.53368,237.3,3.9,11.0,32.39,1735327,989,11,331.7,12.326,27.0,1.0
2022-09-19,21:00,18.53368,237.3,3.7,3.0,32.58,1747096,989,11,331.9,12.377,28.0,1.0
2022-09-19,21:20,18.53368,237.3,3.7,16.0,32.74,1760056,989,11,331.7,12.419,28.2,1.0
2022-09-19,21:25,18.53368,237.3,3.8,15.0,32.87,1774143,988,11,331.0,12.453,29.8,1.0
2022-09-19,21:35,18.53368,237.3,3.7,5.0,32.96,1789067,988,12,330.0,12.478,31.0,1.0
2022-09-19,21:45,18.53368,237.3,3.3,16.0,33.02,1804265,988,12,328.5,12.491,31.4,1.0
2022-09-19,22:00,18.53368,237.3,3.9,16.0,33.04,1818895,988,12,326.7,12.493,32.0,1.0
2022-09-19,22:20,18.53368,237.3,3.6,20.0,33.02,1831822,987,13,324.5,12.48,33.0,1.0
2022-09-19,22:25,18.53368,237.3,3.6,10.0,32.94,1841645,987,13,321.9,12.452,34.9,1.0
2022-09-19,22.35,18.53368,237.3,3.7,10.0,32.76,1846777,987,13,319.1,12.406,40.0,1.0
2022-09-19,22:45,18.53368,237.3,3.3,14.0,32.56,1845583,986,14,316.0,12.342,42.1,1.0
2022-09-19,23:00,18.53368,237.3,3.6,27.0,32.28,1836563,986,14,312.8,12.259,43.7,1.0
2022-09-19,23:20,18.53368,237.3,3.5,10.0,31.92,1818580,986,14,309.4,12.156,41.9,1.0
2022-09-19,23:25,18.53368,237.3,3.8,14.0,31.48,1791069,986,14,305.9,12.036,44.6,1.0
2022-09-19,23:25,18.53368,237.3,3.9,9.0,30.95,1754207,985,14,302.4,11.897,46.0,1.0
2022-09-19,23:45,18.53368,237.3,3.8,15.0,26.83,1300257,985,14,298.8,11.741,46.8,1.0
2022-09-19,00:00,18.53368,237.3,3.7,15.0,26.17,1263392,985,15,295.4,11.569,48.4,1.0
2022-09-20,01:00,18.53368,237.3,3.7,13.0,25.03,1337755,985,14,280.7,10.527,49.4,1.0
2022-09-20,01:20,18.53368,237.3,3.8,15.0,24.03,1272365,986,14,278.7,10.292,46.3,1.0
2022-09-20,01:25,18.53368,237.3,3.3,10.0,23.0,1208506,986,14,277.2,10.051,47.4,1.0
2022-09-20,01:35,18.53368,237.3,3.8,3.0,21.94,1146642,986,14,276.0,9.805,49.4,1.0
2022-09-20,01:45,18.53368,237.3,3.6,10.0,20.86,1087092,987,13,275.3,9.556,45.2,1.0
2022-09-20,02:00,18.53368,237.3,3.5,10.0,19.76,1030068,987,13,275.0,9.304,47.8,1.0
2022-09-20,02:20,18.53368,237.3,3.7,11.0,18.66,975715,987,12,275.1,9.052,51.4,1.0
2022-09-20,02:25,18.53368,237.3,3.6,10.0,17.45,924147,988,12,275.6,8.801,53.4,1.0
2022-09-20,02:35,18.53368,237.3,3.8,26.0,16.35,875466,988,12,276.6,8.552,55.4,1.0
2022-09-20,02:45,18.53368,237.3,3.7,8.0,15.29,829777,988,11,277.9,8.309,52.4,1.0
2022-09-20,3:00,18.53368,237.3,3.7,13.0,14.27,787189,989,11,279.7,8.074,52.3,1.0
2022-09-20,3:20,18.53368,237.3,3.4,10.0,13.36,747808,989,11,281.7,7.85,51.8,1.0
2022-09-20,3:25,18.53368,237.3,3.4,13.0,12.44,711722,989,10,284.1,7.639,49.0,1.0
2022-09-20,3:35,18.53368,237.3,3.4,11.0,11.59,678988,990,10,286.7,7.443,45.3,1.0
2022-09-20,3:45,18.53368,237.3,3.6,12.0,10.81,649604,990,10,289.5,7.264,44.5,1.0
2022-09-20,04:00,18.53368,237.3,3.4,13.0,10.12,623500,990,10,292.5,7.104,43.9,1.0
2022-09-20,04:20,18.53368,237.3,3.3,12.0,9.51,600519,990,9,295.6,6.964,39.6,1.0
2022-09-20,4:25,18.53368,237.3,4.2,16.0,9.0,580414,991,9,298.8,6.842,35.0,1.0
2022-09-20,04:35,18.53368,237.3,4.0,16.0,8.56,562843,991,9,302.1,6.738,33.9,1.0
2022-09-20,04:45,18.53368,237.3,3.8,10.0,8.18,547270,991,9,305.3,6.65,33.1,1.0
2022-09-20,5:00,18.53368,237.3,3.4,11.0,7.87,533051,991,9,308.4,6.576,31.3,1.0
2022-09-20,5:20,18.53368,237.3,3.7,11.0,7.6,519607,991,9,311.4,6.511,30.0,1.0
2022-09-20,5:25,18.53368,237.3,3.5,10.0,7.36,506435,991,9,314.3,6.453,28.3,1.0
2022-09-20,5:35,18.53368,237.3,3.4,16.0,7.13,493123,991,8,317.0,6.397,25.3,1.0
2022-09-20,5:45,18.53368,237.3,3.7,3.0,6.92,479355,991,8,319.5,6.34,21.6,1.0
2022-09-20,06:00,18.53368,237.3,3.3,14.0,6.71,464919,991,9,321.8,6.279,14.9,1.0
2022-09-20,06:20,18.53368,237.3,3.4,16.0,6.49,449716,991,9,323.8,6.21,12.0,1.0
2022-09-20,06:25,18.53368,237.3,3.4,10.0,6.27,433760,991,9,325.5,6.133,12.7,1.0
2022-09-20,06:35,18.53368,237.3,3.8,14.0,6.03,417176,991,9,326.9,6.046,12.2,1.0
2022-09-20,06:45,18.53368,237.3,3.6,10.0,5.79,400184,991,9,328.1,5.95,11.0,1.0
2022-09-20,07:00,18.53368,237.3,3.5,15.0,5.55,383079,991,9,328.9,5.845,8.8,1.0
2022-09-20,07:20,18.53368,237.3,4.1,14.0,5.3,366197,991,9,329.4,5.733,8.8,1.0
2022-09-20,07:25,18.53368,237.3,3.9,16.0,5.05,349889,991,9,329.7,5.618,10.0,1.0
2022-09-20,07:35,18.53368,237.3,3.9,16.0,4.82,334484,991,9,329.7,5.5,9.9,1.0
2022-09-20,07:45,18.53368,237.3,3.9,15.0,4.6,320260,991,9,329.4,5.384,9.6,1.0
2022-09-20,08:00,18.53368,237.3,3.9,15.0,4.4,307420,991,9,328.9,5.271,9.2,1.0
2022-09-20,08:20,18.53368,237.3,3.8,10.0,4.21,296071,991,9,328.1,5.164,9.7,1.0
2022-09-20,08:25,18.53368,237.3,3.7,15.0,4.05,286217,991,9,327.2,5.063,9.6,1.0
2022-09-20,08:35,18.53368,237.3,3.8,10.0,3.9,277748,991,9,326.1,4.969,9.9,1.0
2022-09-20,08:45,18.53368,237.3,3.7,10.0,3.77,270453,991,9,324.8,4.882,9.5,1.0
2022-09-20,09:00,18.53368,237.3,3.8,10.0,3.66,264026,991,9,323.4,4.8,9.3,1.0
2022-09-20,09:20,18.53368,237.3,3.5,14.0,3.56,258100,991,9,321.8,4.72,9.0,1.0
2022-09-20,09:25,18.53368,237.3,3.5,10.0,3.47,252278,991,9,320.2,4.642,8.6,1.0
2022-09-20,09:35,18.53368,237.3,3.5,10.0,3.38,246176,991,9,318.5,4.561,8.4,1.0
2022-09-20,09:45,18.53368,237.3,3.4,16.0,3.29,239477,990,9,316.8,4.477,9.6,1.0
2022-09-20,10:00,18.53368,237.3,3.6,15.0,3.19,231967,990,9,315.0,4.387,9.4,1.0
2022-09-20,10:20,18.53368,237.3,3.7,16.0,3.09,223581,990,9,313.2,4.291,9.4,1.0
2022-09-20,10:25,18.53368,237.3,3.6,13.0,2.98,214414,990,9,311.3,4.189,9.4,1.0
2022-09-20,10:35,18.53368,237.3,3.6,13.0,2.87,204723,990,10,309.5,4.083,9.5,1.0
2022-09-20,10:45,18.53368,237.3,3.6,13.0,2.75,194905,989,10,307.7,3.976,9.2,1.0
2022-09-20,11:00,18.53368,237.3,3.7,14.0,2.65,185463,989,10,305.9,3.874,9.0,1.0
2022-09-20,11:20,18.53368,237.3,3.8,15.0,2.56,176958,989,11,304.1,3.78,8.7,1.0
2022-09-20,11:25,18.53368,237.3,3.7,15.0,2.48,169978,988,11,302.3,3.703,8.7,1.0
2022-09-20,11:35,18.53368,237.3,3.6,10.0,2.44,165100,988,11,300.5,3.649,8.4,1.0
2022-09-20,11:45,18.53368,237.3,3.7,10.0,2.43,162886,987,12,298.8,3.625,8.7,1.0
2022-09-20,12:00,18.53368,237.3,3.7,16.0,2.47,163876,987,12,297.1,3.636,8.5,1.0
2022-09-20,12:20,18.53368,237.3,3.8,5.0,2.57,168598,986,12,295.4,3.69,8.1,1.0
2022-09-20,12:25,18.53368,237.3,4.1,16.0,2.73,177581,986,13,293.7,3.789,7.6,1.0
2022-09-20,12:35,18.53368,237.3,3.4,12.0,2.96,191361,986,13,292.1,3.937,8.4,1.0
2022-09-20,12:45,18.53368,237.3,4.1,6.0,3.28,210460,985,13,290.5,4.132,8.7,1.0
2022-09-20,13:00,18.53368,237.3,3.6,5.0,3.69,235336,985,14,289.0,4.374,8.6,1.0
2022-09-20,13:20,18.53368,237.3,3.8,15.0,4.21,266330,984,14,287.5,4.659,8.1,1.0
2022-09-20,13:25,18.53368,237.3,3.9,15.0,4.83,303581,984,14,286.0,4.98,8.2,1.0
2022-09-20,13:35,18.53368,237.3,3.8,5.0,5.57,346957,984,15,284.6,5.332,7.7,1.0
2022-09-20,13:45,18.53368,237.3,3.5,11.0,6.42,396010,984,15,283.3,5.704,7.6,1.0
2022-09-20,14:00,18.53368,237.3,3.4,5.0,7.38,449956,983,15,282.1,6.089,7.8,1.0
2022-09-20,14:20,18.53368,237.3,3.4,5.0,8.42,507710,983,15,281.0,6.478,8.8,1.0
2022-09-20,14:25,18.53368,237.3,3.5,5.0,9.52,567966,983,15,280.0,6.861,9.4,1.0
2022-09-20,14:35,18.53368,237.3,3.7,15.0,10.64,629306,983,15,279.2,7.231,11.0,1.0
