Day,Hour of day,Latitude,Longitude,magnitud,Profundidad,Tec,Ne/cm-3,O+,N+,hmF2,foF2,VTEC,sismo
2022-09-20,14:45,18.53368,237.3,3.6,15.0,11.76,690338,983,15,278.5,7.582,15.6,1.0
2022-09-20,15:00,18.53368,237.3,3.5,18.0,12.85,749824,983,15,278.0,7.909,16.9,1.0
2022-09-20,15:20,18.53368,237.3,3.4,15.0,13.91,806797,983,15,277.7,8.208,18.1,1.0
2022-09-20,15:25,18.53368,237.3,3.6,10.0,14.92,860629,983,15,277.7,8.48,20.0,1.0
2022-09-20,15:35,18.53368,237.3,4.1,5.0,15.88,911069,984,15,277.8,8.724,21.7,1.0
2022-09-20,15:45,18.53368,237.3,3.8,16.0,16.79,958223,984,15,278.2,8.942,22.9,1.0
2022-09-20,16:00,18.53368,237.3,3.4,5.0,17.65,1002513,984,15,278.8,9.138,23.4,1.0
2022-09-20,16:20,18.53368,237.3,4.0,10.0,18.47,1044588,984,15,279.7,9.316,24.1,1.0
2022-09-20,16:45,18.53368,237.3,3.6,5.0,19.25,1085235,985,14,280.9,9.481,24.5,1.0
2022-09-20,16:35,18.53368,237.3,3.9,5.0,20.01,1125276,985,14,282.3,9.637,25.6,1.0
2022-09-20,16:45,18.53368,237.3,4.0,5.0,20.76,1165472,986,13,283.9,9.788,27.2,1.0
2022-09-20,17:00,18.53368,237.3,3.7,5.0,21.51,1206436,986,13,285.9,9.937,28.1,1.0
2022-09-20,17:20,18.53368,237.3,4.4,10.0,22.26,1248564,987,13,288.0,10.089,27.3,1.0
2022-09-20,17:25,18.53368,237.3,3.5,14.0,23.02,1291979,987,12,290.4,10.243,29.1,1.0
2022-09-20,17:35,18.53368,237.3,3.4,14.0,23.79,1336507,988,12,293.0,10.401,29.7,1.0
2022-09-20,17:45,18.53368,237.3,3.9,6.0,24.57,1381674,988,11,295.7,10.563,30.0,1.0
2022-09-20,18:00,18.53368,237.3,3.6,5.0,25.35,1426729,989,11,298.6,10.727,32.7,1.0
2022-09-20,18:20,18.53368,237.3,3.8,9.0,26.11,1470763,989,11,301.6,10.892,34.3,1.0
2022-09-20,18:25,18.53368,237.3,3.5,11.0,26.85,1512791,989,10,304.7,11.054,36.5,1.0
2022-09-20,18:35,18.53368,237.3,3.5,11.0,27.56,1551582,990,10,307.8,11.213,39.8,1.0
2022-09-20,18:45,18.53368,237.3,3.7,14.0,28.23,1586231,990,10,310.9,11.365,42.3,1.0
2022-09-20,19:00,18.53368,237.3,3.4,5.0,28.85,1616203,990,10,313.9,11.508,44.5,1.0
2022-09-20,19:20,18.53368,237.3,3.7,16.0,29.42,1641365,990,10,316.8,11.641,46.9,1.0
2022-09-20,19:25,18.53368,237.3,3.7,16.0,29.93,1661973,990,10,319.5,11.764,48.1,1.0
2022-09-20,19:35,18.53368,237.3,3.7,16.0,30.39,1678599,990,10,322.1,11.876,48.4,1.0
2022-09-20,19:45,18.53368,237.3,3.7,17.0,30.8,1692047,990,10,324.4,11.976,48.9,1.0
2022-09-20,20:00,18.53368,237.3,3.6,15.0,31.16,1703233,990,10,326.4,12.066,52.2,1.0
2022-09-20,20:20,18.53368,237.3,3.7,8.0,31.48,1713080,990,10,328.1,12.146,53.5,1.0
2022-09-20,20:25,18.53368,237.3,3.6,16.0,31.76,1722430,990,10,329.5,12.217,50.4,1.0
2022-09-20,20:35,18.53368,237.3,3.7,16.0,32.0,1731996,990,10,330.5,12.28,51.8,1.0
2022-09-20,20:45,18.53368,237.3,3.7,3.0,32.21,1742298,989,10,331.1,12.336,52.2,1.0
2022-09-20,21:00,18.53368,237.3,3.5,14.0,32.39,1753690,989,11,331.3,12.384,49.2,1.0
2022-09-20,21:20,18.53368,237.3,3.6,14.0,32.53,1766318,989,11,331.1,12.425,50.2,1.0
2022-09-20,21:25,18.53368,237.3,4.8,12.0,32.65,1780116,989,11,330.4,12.459,47.8,1.0
2022-09-20,21:35,18.53368,237.3,3.7,16.0,32.73,1794781,988,11,329.4,12.482,45.4,1.0
2022-09-20,21:45,18.53368,237.3,3.8,10.0,32.77,1809741,988,12,327.9,12.496,45.8,1.0
2022-09-20,22:00,18.53368,237.3,3.7,14.0,32.77,1824136,988,12,326.1,12.497,45.8,1.0
2022-09-20,22:20,18.53368,237.3,3.7,16.0,32.73,1836808,987,12,323.9,12.484,46.0,1.0
2022-09-20,22:25,18.53368,237.3,3.9,8.0,32.64,1846336,987,13,321.4,12.456,45.0,1.0
2022-09-20,22.35,18.53368,237.3,3.7,12.0,32.46,1851113,987,13,318.6,12.41,41.6,1.0
2022-09-20,22:45,18.53368,237.3,3.7,6.0,32.25,1849484,986,13,315.5,12.346,40.8,1.0
2022-09-20,23:00,18.53368,237.3,3.6,12.0,31.96,1839942,986,14,312.3,12.263,41.4,1.0
2022-09-20,23:20,18.53368,237.3,3.7,10.0,31.6,1821352,986,14,308.9,12.161,39.9,1.0
2022-09-20,23:25,18.53368,237.3,3.7,16.0,31.16,1793164,986,14,305.4,12.04,36.9,1.0
2022-09-20,23:25,18.53368,237.3,3.6,13.0,30.63,1755592,985,14,301.8,11.9,36.5,1.0
2022-09-20,23:45,18.53368,237.3,3.4,12.0,30.02,1709708,985,15,298.3,11.744,31.2,1.0
2022-09-20,00:00,18.53368,237.3,3.7,5.0,29.34,1656693,985,15,294.9,11.571,33.3,1.0
2022-09-21,01:00,18.53368,237.3,3.6,11.0,25.01,1334366,985,14,280.1,10.521,31.2,1.0
2022-09-21,01:20,18.53368,237.3,3.9,16.0,24.0,1268499,986,14,278.2,10.284,29.5,1.0
2022-09-21,01:25,18.53368,237.3,3.4,11.0,22.97,1204232,986,14,276.7,10.041,26.2,1.0
2022-09-21,01:35,18.53368,237.3,3.5,9.0,21.9,1142037,986,14,275.5,9.793,23.2,1.0
2022-09-21,01:45,18.53368,237.3,3.5,10.0,20.82,1082235,987,13,274.8,9.542,20.8,1.0
2022-09-21,02:00,18.53368,237.3,3.5,10.0,19.72,1025041,987,13,274.5,9.289,17.8,1.0
2022-09-21,02:20,18.53368,237.3,3.4,14.0,18.61,970602,987,13,274.6,9.035,15.5,1.0
2022-09-21,02:25,18.53368,237.3,3.5,8.0,17.39,919029,988,12,275.1,8.783,14.8,1.0
2022-09-21,02:35,18.53368,237.3,3.4,4.0,16.3,870420,988,12,276.1,8.534,13.9,1.0
2022-09-21,02:45,18.53368,237.3,4.4,16.0,15.24,824875,988,11,277.4,8.29,14.0,1.0
2022-09-21,3:00,18.53368,237.3,3.7,13.0,14.23,782494,989,11,279.1,8.055,11.5,1.0
2022-09-21,3:20,18.53368,237.3,3.4,13.0,13.32,743373,989,11,281.2,7.831,10.2,1.0
2022-09-21,3:25,18.53368,237.3,3.8,13.0,12.41,707591,989,10,283.5,7.62,10.2,1.0
2022-09-21,3:35,18.53368,237.3,3.8,17.0,11.56,675192,990,10,286.1,7.425,9.9,1.0
2022-09-21,3:45,18.53368,237.3,3.6,15.0,10.79,646165,990,10,289.0,7.247,9.5,1.0
2022-09-21,04:00,18.53368,237.3,3.5,15.0,10.1,620428,990,10,292.0,7.089,9.8,1.0
2022-09-21,04:20,18.53368,237.3,3.8,16.0,9.5,597814,990,9,295.1,6.949,9.9,1.0
2022-09-21,4:25,18.53368,237.3,3.7,16.0,8.99,578069,991,9,298.3,6.828,9.2,1.0
2022-09-21,04:35,18.53368,237.3,3.9,16.0,8.55,560844,991,9,301.5,6.726,9.3,1.0
2022-09-21,04:45,18.53368,237.3,3.7,10.0,8.18,545631,991,9,304.7,6.639,8.8,1.0
2022-09-21,5:00,18.53368,237.3,4.0,9.0,7.87,531780,991,9,307.8,6.565,8.3,1.0
2022-09-21,5:20,18.53368,237.3,3.8,15.0,7.6,518696,991,9,310.8,6.501,7.7,1.0
2022-09-21,5:25,18.53368,237.3,3.9,24.0,7.36,505864,991,9,313.7,6.443,7.5,1.0
2022-09-21,5:35,18.53368,237.3,3.5,10.0,7.14,492858,991,8,316.4,6.388,8.6,1.0
2022-09-21,5:45,18.53368,237.3,3.8,10.0,6.93,479351,991,8,318.9,6.33,8.5,1.0
2022-09-21,06:00,18.53368,237.3,3.7,10.0,6.72,465125,991,9,321.1,6.269,8.4,1.0
2022-09-21,06:20,18.53368,237.3,3.7,5.0,6.5,450075,991,9,323.1,6.2,9.0,1.0
2022-09-21,06:25,18.53368,237.3,3.8,10.0,6.27,434213,991,9,324.8,6.122,8.8,1.0
2022-09-21,06:35,18.53368,237.3,3.6,5.0,6.04,417667,991,9,326.2,6.034,8.8,1.0
2022-09-21,06:45,18.53368,237.3,3.7,16.0,5.79,400659,991,9,327.4,5.936,9.2,1.0
2022-09-21,07:00,18.53368,237.3,3.7,9.0,5.54,383490,991,9,328.2,5.83,8.8,1.0
2022-09-21,07:20,18.53368,237.3,3.5,11.0,5.29,366503,991,9,328.7,5.717,8.9,1.0
2022-09-21,07:25,18.53368,237.3,3.9,5.0,5.05,350053,991,9,329.0,5.6,8.4,1.0
2022-09-21,07:35,18.53368,237.3,3.6,10.0,4.81,334477,991,9,329.0,5.481,7.7,1.0
2022-09-21,07:45,18.53368,237.3,3.7,10.0,4.59,320058,991,9,328.7,5.364,7.7,1.0
2022-09-21,08:00,18.53368,237.3,3.8,5.0,4.38,307003,991,9,328.2,5.249,7.3,1.0
2022-09-21,08:20,18.53368,237.3,3.5,21.0,4.19,295424,991,9,327.4,5.14,8.1,1.0
2022-09-21,08:25,18.53368,237.3,5.4,16.0,4.02,285327,991,9,326.5,5.038,8.1,1.0
2022-09-21,08:35,18.53368,237.3,3.7,12.0,3.88,276606,991,9,325.3,4.943,7.8,1.0
2022-09-21,08:45,18.53368,237.3,3.4,10.0,3.75,269054,991,9,324.1,4.855,7.6,1.0
2022-09-21,09:00,18.53368,237.3,3.6,5.0,3.64,262371,991,9,322.7,4.771,7.4,1.0
2022-09-21,09:20,18.53368,237.3,3.3,10.0,3.53,256197,991,9,321.1,4.691,7.0,1.0
2022-09-21,09:25,18.53368,237.3,3.4,10.0,3.44,250144,991,9,319.5,4.612,7.9,1.0
2022-09-21,09:35,18.53368,237.3,3.7,10.0,3.35,243841,991,9,317.9,4.531,7.7,1.0
2022-09-21,09:45,18.53368,237.3,3.9,10.0,3.25,236977,990,9,316.1,4.446,7.7,1.0
2022-09-21,10:00,18.53368,237.3,3.9,22.0,3.16,229352,990,9,314.3,4.356,7.4,1.0
2022-09-21,10:20,18.53368,237.3,3.6,5.0,3.05,220902,990,9,312.6,4.261,8.6,1.0
2022-09-21,10:25,18.53368,237.3,3.9,14.0,2.95,211728,990,9,310.7,4.159,9.6,1.0
2022-09-21,10:35,18.53368,237.3,3.9,16.0,2.84,202082,990,10,308.9,4.054,11.9,1.0
2022-09-21,10:45,18.53368,237.3,3.4,10.0,2.72,192357,989,10,307.1,3.949,14.7,1.0
2022-09-21,11:00,18.53368,237.3,4.0,10.0,2.62,183045,989,10,305.3,3.847,16.6,1.0
2022-09-21,11:20,18.53368,237.3,3.5,16.0,2.53,174700,989,11,303.6,3.756,18.8,1.0
2022-09-21,11:25,18.53368,237.3,3.6,16.0,2.46,167897,988,11,301.8,3.68,20.5,1.0
2022-09-21,11:35,18.53368,237.3,4.1,16.0,2.42,163207,988,11,300.1,3.628,23.3,1.0
2022-09-21,11:45,18.53368,237.3,3.8,10.0,2.41,161186,987,12,298.4,3.606,24.7,1.0
2022-09-21,12:00,18.53368,237.3,3.7,15.0,2.46,162371,987,12,296.7,3.62,25.9,1.0
2022-09-21,12:20,18.53368,237.3,3.5,10.0,2.55,167288,986,12,295.0,3.676,26.6,1.0
2022-09-21,12:25,18.53368,237.3,4.0,10.0,2.72,176475,986,13,293.4,3.778,27.8,1.0
2022-09-21,12:35,18.53368,237.3,3.5,16.0,2.95,190472,986,13,291.8,3.928,29.3,1.0
2022-09-21,12:45,18.53368,237.3,3.8,16.0,3.28,209811,985,13,290.2,4.127,31.4,1.0
2022-09-21,13:00,18.53368,237.3,3.8,10.0,3.69,234962,985,14,288.6,4.372,32.8,1.0
2022-09-21,13:20,18.53368,237.3,4.1,5.0,4.21,266273,984,14,287.2,4.659,33.3,1.0
2022-09-21,13:25,18.53368,237.3,3.9,114.0,4.84,303890,984,14,285.7,4.984,34.1,1.0
2022-09-21,13:35,18.53368,237.3,3.8,5.0,5.59,347690,984,15,284.3,5.339,35.2,1.0
2022-09-21,13:45,18.53368,237.3,3.9,15.0,6.45,397227,984,15,283.0,5.715,38.6,1.0
2022-09-21,14:00,18.53368,237.3,4.1,14.0,7.41,451715,983,15,281.8,6.103,42.0,1.0
2022-09-21,14:20,18.53368,237.3,4.0,10.0,8.47,510065,983,15,280.7,6.495,43.6,1.0
2022-09-21,14:25,18.53368,237.3,3.9,15.0,9.57,570961,983,15,279.7,6.881,43.9,1.0
2022-09-21,14:35,18.53368,237.3,3.8,15.0,10.7,632975,983,15,278.9,7.255,45.2,1.0
2022-09-21,14:45,18.53368,237.3,4.0,15.0,11.83,694700,983,15,278.2,7.609,46.8,1.0
2022-09-21,15:00,18.53368,237.3,3.8,15.0,12.94,754885,983,15,277.7,7.939,49.5,1.0
2022-09-21,15:20,18.53368,237.3,3.8,15.0,14.01,812548,983,15,277.4,8.242,52.0,1.0
2022-09-21,15:25,18.53368,237.3,4.0,5.0,15.03,867050,983,15,277.3,8.517,52.2,1.0
2022-09-21,15:35,18.53368,237.3,3.9,15.0,16.0,918129,984,15,277.4,8.763,51.1,1.0
2022-09-21,15:45,18.53368,237.3,3.9,19.0,16.92,965883,984,15,277.7,8.984,50.0,1.0
2022-09-21,16:00,18.53368,237.3,4.0,4.0,17.79,1010728,984,15,278.4,9.182,51.7,1.0
2022-09-21,16:20,18.53368,237.3,3.7,16.0,18.61,1053311,984,14,279.2,9.362,51.9,1.0
2022-09-21,16:45,18.53368,237.3,3.8,15.0,19.41,1094416,985,14,280.4,9.528,48.6,1.0
2022-09-21,16:35,18.53368,237.3,3.9,5.0,20.18,1134866,985,14,281.7,9.684,47.5,1.0
2022-09-21,16:45,18.53368,237.3,3.9,2.0,20.93,1175425,986,13,283.4,9.836,47.2,1.0
2022-09-21,17:00,18.53368,237.3,3.8,13.0,21.68,1216705,986,13,285.3,9.985,47.1,1.0
2022-09-21,17:20,18.53368,237.3,3.7,17.0,22.44,1259106,987,13,287.4,10.137,47.1,1.0
2022-09-21,17:25,18.53368,237.3,3.9,2.0,23.2,1302753,987,12,289.8,10.29,45.9,1.0
2022-09-21,17:35,18.53368,237.3,3.7,12.0,23.97,1347476,988,12,292.4,10.448,44.7,1.0
2022-09-21,17:45,18.53368,237.3,4.2,11.0,24.75,1392805,988,11,295.1,10.608,45.1,1.0
2022-09-21,18:00,18.53368,237.3,3.6,16.0,25.52,1437990,989,11,298.0,10.771,43.9,1.0
2022-09-21,18:20,18.53368,237.3,3.9,16.0,26.28,1482093,989,11,301.0,10.933,43.8,1.0
2022-09-21,18:25,18.53368,237.3,3.7,16.0,27.02,1524159,989,10,304.0,11.093,44.0,1.0
2022-09-21,18:35,18.53368,237.3,3.9,13.0,27.73,1562949,990,10,307.1,11.249,42.4,1.0
2022-09-21,18:45,18.53368,237.3,3.9,15.0,28.39,1597523,990,10,310.2,11.399,42.9,1.0
2022-09-21,19:00,18.53368,237.3,3.4,5.0,29.0,1627335,990,10,313.2,11.539,42.9,1.0
2022-09-21,19:20,18.53368,237.3,4.0,13.0,29.56,1652249,990,10,316.1,11.67,41.8,1.0
2022-09-21,19:25,18.53368,237.3,3.9,7.0,30.06,1672526,990,10,318.8,11.79,22.9,1.0
2022-09-21,19:35,18.53368,237.3,3.7,16.0,30.51,1688755,990,10,321.4,11.899,23.4,1.0
2022-09-21,19:45,18.53368,237.3,4.0,12.0,30.91,1701755,990,10,323.7,11.996,24.1,1.0
2022-09-21,20:00,18.53368,237.3,3.7,5.0,31.26,1712461,990,10,325.7,12.083,24.5,1.0
2022-09-21,20:20,18.53368,237.3,3.8,12.0,31.57,1721818,990,10,327.4,12.161,25.6,1.0
2022-09-21,20:25,18.53368,237.3,3.9,16.0,31.85,1730688,990,10,328.8,12.23,27.2,1.0
2022-09-21,20:35,18.53368,237.3,3.4,5.0,32.08,1739797,990,10,329.8,12.291,28.1,1.0
2022-09-21,20:45,18.53368,237.3,3.5,2.0,32.29,1749678,990,10,330.4,12.345,27.3,1.0
2022-09-21,21:00,18.53368,237.3,3.9,10.0,32.46,1760691,989,11,330.7,12.392,29.1,1.0
2022-09-21,21:20,18.53368,237.3,3.3,16.0,32.6,1772983,989,11,330.4,12.432,29.7,1.0
2022-09-21,21:25,18.53368,237.3,3.8,15.0,32.71,1786484,989,11,329.8,12.464,30.0,1.0
2022-09-21,21:35,18.53368,237.3,3.6,26.0,32.78,1800881,988,11,328.8,12.487,32.7,1.0
2022-09-21,21:45,18.53368,237.3,4.0,8.0,32.83,1815588,988,12,327.3,12.5,34.3,1.0
2022-09-21,22:00,18.53368,237.3,3.5,11.0,32.83,1829725,988,12,325.5,12.501,36.5,1.0
2022-09-21,22:20,18.53368,237.3,3.8,10.0,32.79,1842112,987,12,323.3,12.488,39.8,1.0
2022-09-21,22:25,18.53368,237.3,3.6,24.0,32.69,1851309,987,13,320.8,12.46,42.3,1.0
2022-09-21,22.35,18.53368,237.3,4.2,11.0,32.5,1855683,987,13,318.0,12.414,44.5,1.0
2022-09-21,22:45,18.53368,237.3,3.7,8.0,32.29,1853565,986,13,314.9,12.35,46.9,1.0
2022-09-21,23:00,18.53368,237.3,3.8,23.0,32.0,1843443,986,14,311.7,12.268,48.1,1.0
2022-09-21,23:20,18.53368,237.3,3.7,5.0,31.64,1824182,986,14,308.3,12.165,48.4,1.0
2022-09-21,23:25,18.53368,237.3,3.7,16.0,31.19,1795256,986,14,304.8,12.044,48.9,1.0
2022-09-21,23:25,18.53368,237.3,3.8,12.0,30.66,1756923,985,14,301.3,11.904,52.2,1.0
2022-09-21,23:45,18.53368,237.3,4.0,7.0,30.05,1710286,985,15,297.8,11.747,53.5,1.0
2022-09-21,00:00,18.53368,237.3,3.8,11.0,29.36,1656506,985,15,294.4,11.573,50.4,1.0
2022-09-22,01:00,18.53368,237.3,3.9,6.0,24.99,1330947,985,14,279.6,10.515,51.8,1.0
2022-09-22,01:20,18.53368,237.3,3.8,13.0,23.97,1264609,986,14,277.7,10.276,52.2,1.0
2022-09-22,01:25,18.53368,237.3,3.6,16.0,22.93,1199941,986,14,276.1,10.031,49.2,1.0
2022-09-22,01:35,18.53368,237.3,3.5,9.0,21.86,1137419,986,14,275.0,9.781,50.2,1.0
2022-09-22,01:45,18.53368,237.3,0.0,0.0,20.77,1077369,987,13,274.2,9.528,47.8,0.0
2022-09-22,02:00,18.53368,237.3,3.5,14.0,19.67,1020008,987,13,273.9,9.273,45.4,1.0
2022-09-22,02:20,18.53368,237.3,3.7,5.0,18.46,965484,987,13,274.1,9.018,45.8,1.0
2022-09-22,02:25,18.53368,237.3,3.6,3.0,17.34,913907,988,12,274.6,8.765,45.8,1.0
2022-09-22,02:35,18.53368,237.3,0.0,0.0,16.24,865372,988,12,275.6,8.515,46.0,0.0
2022-09-22,02:45,18.53368,237.3,0.0,0.0,15.19,819970,988,11,276.9,8.271,45.0,0.0
2022-09-22,3:00,18.53368,237.3,3.5,18.0,14.18,777795,989,11,278.6,8.036,41.6,1.0
2022-09-22,3:20,18.53368,237.3,4.1,11.0,13.23,738934,989,11,280.7,7.812,40.8,1.0
2022-09-22,3:25,18.53368,237.3,0.0,0.0,12.37,703454,989,10,283.0,7.602,41.4,0.0
2022-09-22,3:35,18.53368,237.3,0.0,0.0,11.53,671388,990,10,285.6,7.408,39.9,0.0
2022-09-22,3:45,18.53368,237.3,0.0,0.0,10.76,642715,990,10,288.4,7.231,36.9,0.0
2022-09-22,04:00,18.53368,237.3,3.6,4.0,10.08,617342,990,10,291.4,7.073,36.5,1.0
2022-09-22,04:20,18.53368,237.3,3.6,16.0,9.49,595093,990,9,294.5,6.934,31.2,1.0
2022-09-22,4:25,18.53368,237.3,3.4,59.0,8.98,575704,991,9,297.7,6.815,33.3,1.0
2022-09-22,04:35,18.53368,237.3,3.6,16.0,8.55,558821,991,9,300.9,6.713,31.2,1.0
2022-09-22,04:45,18.53368,237.3,0.0,0.0,8.18,543958,991,9,304.1,6.627,29.5,0.0
2022-09-22,5:00,18.53368,237.3,3.5,17.0,7.87,530464,991,9,307.2,6.554,26.2,1.0
2022-09-22,5:20,18.53368,237.3,3.3,9.0,7.61,517731,991,9,310.2,6.491,23.2,1.0
2022-09-22,5:25,18.53368,237.3,3.4,14.0,7.37,505229,991,9,313.1,6.433,20.8,1.0
2022-09-22,5:35,18.53368,237.3,3.5,12.0,7.15,492521,991,8,315.8,6.378,17.8,1.0
2022-09-22,5:45,18.53368,237.3,3.5,10.0,6.94,479270,991,8,318.3,6.321,15.5,1.0
2022-09-22,06:00,18.53368,237.3,3.4,12.0,6.72,465248,991,9,320.5,6.259,14.8,1.0
2022-09-22,06:20,18.53368,237.3,3.6,18.0,6.5,450345,991,9,322.5,6.189,13.9,1.0
2022-09-22,06:25,18.53368,237.3,3.4,18.0,6.28,434575,991,9,324.2,6.11,14.0,1.0
2022-09-22,06:35,18.53368,237.3,3.4,7.0,6.04,418064,991,9,325.6,6.021,11.5,1.0
2022-09-22,06:45,18.53368,237.3,6.9,12.0,5.79,401040,991,9,326.7,5.923,10.2,1.0
2022-09-22,07:00,18.53368,237.3,3.5,16.0,5.54,383805,991,9,327.5,5.816,10.2,1.0
2022-09-22,07:20,18.53368,237.3,3.6,16.0,5.29,366711,991,9,328.0,5.701,9.9,1.0
2022-09-22,07:25,18.53368,237.3,3.8,19.0,5.04,350120,991,9,328.3,5.583,9.5,1.0
2022-09-22,07:35,18.53368,237.3,3.8,9.0,4.8,334372,991,9,328.2,5.462,9.8,1.0
2022-09-22,07:45,18.53368,237.3,3.6,16.0,4.57,319759,991,9,327.9,5.343,9.9,1.0
2022-09-22,08:00,18.53368,237.3,3.9,16.0,4.36,306490,991,9,327.4,5.227,9.2,1.0
2022-09-22,08:20,18.53368,237.3,3.6,13.0,4.17,294683,991,9,326.7,5.117,9.3,1.0
2022-09-22,08:25,18.53368,237.3,3.9,12.0,4.0,284345,991,9,325.7,5.013,8.8,1.0
2022-09-22,08:35,18.53368,237.3,3.6,16.0,3.85,275376,991,9,324.6,4.917,8.3,1.0
2022-09-22,08:45,18.53368,237.3,3.6,16.0,3.72,267572,991,9,323.4,4.827,7.7,1.0
2022-09-22,09:00,18.53368,237.3,3.8,17.0,3.61,260639,991,9,322.0,4.743,7.5,1.0
2022-09-22,09:20,18.53368,237.3,4.1,8.0,3.5,254224,991,9,320.4,4.661,8.6,1.0
2022-09-22,09:25,18.53368,237.3,4.0,2.0,3.41,247950,991,9,318.9,4.582,8.5,1.0
2022-09-22,09:35,18.53368,237.3,3.6,16.0,3.32,241454,991,9,317.2,4.5,8.4,1.0
2022-09-22,09:45,18.53368,237.3,3.5,16.0,3.22,234437,990,9,315.5,4.415,9.0,1.0
2022-09-22,10:00,18.53368,237.3,3.8,16.0,3.12,226705,990,9,313.7,4.326,8.8,1.0
2022-09-22,10:20,18.53368,237.3,3.7,16.0,3.02,218203,990,9,311.9,4.23,8.8,1.0
2022-09-22,10:25,18.53368,237.3,3.7,17.0,2.91,209029,990,9,310.2,4.129,9.2,1.0
2022-09-22,10:35,18.53368,237.3,3.6,16.0,2.8,199436,990,10,308.4,4.025,8.8,1.0
2022-09-22,10:45,18.53368,237.3,3.4,14.0,2.69,189809,989,10,306.6,3.921,8.9,1.0
2022-09-22,11:00,18.53368,237.3,3.9,4.0,2.59,180632,989,10,304.8,3.821,8.4,1.0
2022-09-22,11:20,18.53368,237.3,3.5,15.0,2.5,172448,989,11,303.1,3.731,7.7,1.0
2022-09-22,11:25,18.53368,237.3,3.7,3.0,2.43,165823,988,11,301.4,3.657,7.7,1.0
2022-09-22,11:35,18.53368,237.3,3.9,16.0,2.39,161320,988,11,299.6,3.607,7.3,1.0
2022-09-22,11:45,18.53368,237.3,3.9,17.0,2.39,159492,987,12,298.0,3.587,8.1,1.0
2022-09-22,12:00,18.53368,237.3,3.5,16.0,2.44,160869,987,12,296.3,3.604,8.1,1.0
2022-09-22,12:20,18.53368,237.3,3.8,15.0,2.54,165981,986,12,294.6,3.662,7.8,1.0
2022-09-22,12:25,18.53368,237.3,3.5,16.0,2.7,175369,986,13,293.0,3.767,7.6,1.0
2022-09-22,12:35,18.53368,237.3,3.5,16.0,2.95,189583,985,13,291.4,3.92,7.4,1.0
2022-09-22,12:45,18.53368,237.3,3.9,17.0,3.27,209162,985,14,289.9,4.121,25.8,1.0
2022-09-22,13:00,18.53368,237.3,3.4,8.0,3.69,234586,985,14,288.3,4.369,24.8,1.0
2022-09-22,13:20,18.53368,237.3,4.1,5.0,4.21,266212,984,14,286.9,4.66,21.3,1.0
2022-09-22,13:25,18.53368,237.3,3.5,16.0,4.85,304197,984,14,285.4,4.988,17.8,1.0
2022-09-22,13:35,18.53368,237.3,3.5,15.0,5.6,348421,984,15,284.0,5.346,15.4,1.0
2022-09-22,13:45,18.53368,237.3,4.3,16.0,6.47,398441,983,15,282.7,5.725,15.2,1.0
2022-09-22,14:00,18.53368,237.3,3.9,16.0,7.45,453472,983,15,281.5,6.117,14.8,1.0
2022-09-22,14:20,18.53368,237.3,3.7,14.0,8.51,512417,983,15,280.4,6.512,14.1,1.0
2022-09-22,14:25,18.53368,237.3,3.7,16.0,9.62,573954,983,15,279.4,6.902,13.6,1.0
2022-09-22,14:35,18.53368,237.3,3.8,13.0,10.77,636642,983,15,278.6,7.279,12.1,1.0
2022-09-22,14:45,18.53368,237.3,3.7,10.0,11.91,699061,983,15,277.9,7.637,12.7,1.0
2022-09-22,15:00,18.53368,237.3,3.7,16.0,13.02,759946,983,15,277.3,7.97,11.9,1.0
2022-09-22,15:20,18.53368,237.3,3.7,12.0,14.1,818299,983,15,277.0,8.276,11.7,1.0
2022-09-22,15:25,18.53368,237.3,3.7,15.0,15.14,873470,983,15,276.9,8.553,11.0,1.0
2022-09-22,15:35,18.53368,237.3,3.8,12.0,16.12,925187,983,15,277.0,8.802,11.5,1.0
2022-09-22,15:45,18.53368,237.3,4.0,10.0,17.05,973538,984,15,277.3,9.025,11.2,1.0
2022-09-22,16:00,18.53368,237.3,3.4,5.0,17.93,1018937,984,15,277.9,9.226,10.7,1.0
2022-09-22,16:20,18.53368,237.3,3.7,10.0,18.76,1062023,984,14,278.7,9.407,10.3,1.0
2022-09-22,16:45,18.53368,237.3,3.5,16.0,19.56,1103583,985,14,279.9,9.574,9.8,1.0
2022-09-22,16:35,18.53368,237.3,3.7,10.0,20.34,1144440,985,14,281.2,9.732,10.1,1.0
2022-09-22,16:45,18.53368,237.3,3.6,13.0,21.1,1185355,986,13,282.9,9.884,10.1,1.0
2022-09-22,17:00,18.53368,237.3,3.6,16.0,21.86,1226948,986,13,284.7,10.034,10.0,1.0
2022-09-22,17:20,18.53368,237.3,3.5,18.0,22.62,1269616,987,12,286.9,10.184,9.6,1.0
2022-09-22,17:25,18.53368,237.3,3.9,9.0,23.38,1313490,987,12,289.2,10.338,9.6,1.0
2022-09-22,17:35,18.53368,237.3,3.8,18.0,24.15,1358403,988,12,291.7,10.494,10.0,1.0
2022-09-22,17:45,18.53368,237.3,3.8,22.0,24.93,1403886,988,11,294.5,10.653,10.3,1.0
2022-09-22,18:00,18.53368,237.3,3.7,10.0,25.7,1449196,989,11,297.3,10.814,10.3,1.0
2022-09-22,18:20,18.53368,237.3,3.7,10.0,26.46,1493376,989,11,300.3,10.974,9.8,1.0
2022-09-22,18:25,18.53368,237.3,3.7,16.0,27.19,1535474,989,10,303.3,11.132,9.6,1.0
