Day,Hour of day,Latitude,Longitude,magnitud,Profundidad,Tec,Ne/cm-3,O+,hmF2,foF2,VTEC,sismo
04/09/2021,01:00,16.84492,244.3,0,0,12.73,596493,988,266.6,8.253,26.9,0
04/09/2021,01:20,16.84492,244.3,0,0,11.55,546891,988,265.5,7.884,26.7,0
04/09/2021,01:30,16.84492,244.3,0,0,10.37,499141,988,265,7.5,27.7,0
04/09/2021,01:45,16.84492,244.3,0,0,9.23,453755,989,265.1,7.108,27.2,0
04/09/2021,02:00,16.84492,244.3,0,0,8.15,411174,989,265.7,6.713,26.8,0
04/09/2021,02:20,16.84492,244.3,0,0,7.16,371786,989,266.9,6.323,21.8,0
04/09/2021,02:30,16.84492,244.3,0,0,6.27,335921,990,268.6,5.945,20.5,0
04/09/2021,02:45,16.84492,244.3,0,0,5.49,303856,990,270.7,5.588,19.4,0
04/09/2021,03:00,16.84492,244.3,0,0,4.82,275787,990,273.2,5.257,18.7,0
04/09/2021,03:20,16.84492,244.3,0,0,4.27,251815,991,276.1,4.96,17.3,0
04/09/2021,03:30,16.84492,244.3,0,0,3.82,231935,991,279.2,4.701,16.2,0
04/09/2021,03:45,16.84492,244.3,0,0,3.46,216018,991,282.4,4.484,14.7,0
04/09/2021,04:00,16.84492,244.3,0,0,3.18,203817,992,285.8,4.31,13.3,0
04/09/2021,04:20,16.84492,244.3,0,0,2.98,194968,992,289.2,4.176,13.2,0
04/09/2021,04:30,16.84492,244.3,0,0,2.84,189005,992,292.5,4.079,12.6,0
04/09/2021,04:45,16.84492,244.3,0,0,2.74,185382,992,295.7,4.014,12.1,0
04/09/2021,05:00,16.84492,244.3,0,0,2.68,183501,993,298.7,3.973,12.1,0
04/09/2021,05:20,16.84492,244.3,0,0,2.73,193375,993,301.5,3.95,11.6,0
04/09/2021,05:30,16.84492,244.3,0,0,2.68,191730,993,303.9,3.936,11.4,0
04/09/2021,05:45,16.84492,244.3,0,0,2.65,190249,993,306.1,3.927,11,0
04/09/2021,06:00,16.84492,244.3,0,0,2.61,188593,993,307.9,3.917,10.3,0
04/09/2021,06:20,16.84492,244.3,0,0,2.58,186602,993,309.3,3.903,10,0
04/09/2021,06:30,16.84492,244.3,0,0,2.54,184288,993,310.4,3.885,9.9,0
04/09/2021,06:45,16.84492,244.3,0,0,2.5,181796,993,311,3.864,9.6,0
04/09/2021,07:00,16.84492,244.3,0,0,2.45,179350,993,311.3,3.841,9.2,0
04/09/2021,07:20,16.84492,244.3,3.5,16.1,2.41,177194,992,311.3,3.818,8.8,1
04/09/2021,07:30,16.84492,244.3,0,0,2.38,175527,992,310.9,3.798,9.2,0
04/09/2021,07:45,16.84492,244.3,0,0,2.36,174446,992,310.2,3.783,8.9,0
04/09/2021,08:00,16.84492,244.3,0,0,2.35,173907,992,309.2,3.771,8.8,0
04/09/2021,08:20,16.84492,244.3,0,0,2.34,173703,992,308,3.762,8.7,0
04/09/2021,08:30,16.84492,244.3,3.7,15.9,2.34,173475,992,306.6,3.753,9,1
04/09/2021,08:45,16.84492,244.3,0,0,2.33,172748,992,304.9,3.74,8.9,0
04/09/2021,09:00,16.84492,244.3,0,0,2.32,171012,992,303.1,3.716,8.2,0
04/09/2021,09:20,16.84492,244.3,0,0,2.3,167817,992,301.1,3.679,8,0
04/09/2021,09:30,16.84492,244.3,0,0,2.2,156415,992,299,3.625,8.4,0
04/09/2021,09:45,16.84492,244.3,0,0,2.13,149393,991,296.8,3.551,8.2,0
04/09/2021,10:00,16.84492,244.3,0,0,2.05,140887,991,294.5,3.46,7.8,0
04/09/2021,10:20,16.84492,244.3,0,0,1.95,131366,991,292.1,3.355,8.5,0
04/09/2021,10:30,16.84492,244.3,0,0,1.84,121506,991,289.7,3.244,8.1,0
04/09/2021,10:45,16.84492,244.3,0,0,1.74,112084,990,287.2,3.136,7.4,0
04/09/2021,11:00,16.84492,244.3,0,0,1.66,103876,990,284.6,3.041,8.7,0
04/09/2021,11:20,16.84492,244.3,0,0,1.6,97567,990,282,2.973,8.8,0
04/09/2021,11:30,16.84492,244.3,0,0,1.58,93713,989,279.4,2.942,8.8,0
04/09/2021,11:45,16.84492,244.3,0,0,1.6,92734,989,276.8,2.958,8.8,0
04/09/2021,12:00,16.84492,244.3,0,0,1.69,94939,988,274.1,3.028,8.5,0
04/09/2021,12:20,16.84492,244.3,0,0,1.84,100548,988,271.5,3.154,8.2,0
04/09/2021,12:30,16.84492,244.3,0,0,2.05,109679,987,268.9,3.334,8.2,0
04/09/2021,12:45,16.84492,244.3,0,0,2.36,122315,987,266.4,3.564,8.4,0
04/09/2021,13:00,16.84492,244.3,0,0,2.74,138247,986,264,3.834,8.1,0
04/09/2021,13:20,16.84492,244.3,0,0,3.22,157030,986,261.8,4.133,7.5,0
04/09/2021,13:30,16.84492,244.3,3.9,49.4,3.77,177976,985,259.7,4.447,8.2,1
04/09/2021,13:45,16.84492,244.3,0,0,4.39,200211,985,257.8,4.762,8.4,0
04/09/2021,14:00,16.84492,244.3,0,0,5.03,222772,985,256.2,5.065,7.5,0
04/09/2021,14:20,16.84492,244.3,0,0,5.67,244754,984,254.9,5.348,7.2,0
04/09/2021,14:30,16.84492,244.3,0,0,6.27,265442,984,253.9,5.602,7.7,0
04/09/2021,14:45,16.84492,244.3,0,0,6.84,284431,984,253.4,5.826,8.6,0
04/09/2021,15:00,16.84492,244.3,0,0,7.35,301670,984,253.2,6.019,9.7,0
04/09/2021,15:20,16.84492,244.3,0,0,7.83,317469,983,253.5,6.185,11.2,0
04/09/2021,15:30,16.84492,244.3,0,0,8.27,332437,983,254.2,6.332,12.3,0
04/09/2021,15:45,16.84492,244.3,0,0,8.7,347397,983,255.4,6.468,13.9,0
04/09/2021,16:00,16.84492,244.3,0,0,9.12,363270,983,257.1,6.601,14.9,0
04/09/2021,16:20,16.84492,244.3,0,0,9.57,380973,983,259.3,6.741,14.7,0
04/09/2021,16:30,16.84492,244.3,0,0,10.05,401313,984,261.9,6.893,14.4,0
04/09/2021,16:45,16.84492,244.3,0,0,10.64,424902,984,264.9,7.062,14.5,0
04/09/2021,17:00,16.84492,244.3,0,0,11.23,452081,984,268.3,7.251,14.6,0
04/09/2021,17:20,16.84492,244.3,0,0,11.89,482863,984,272,7.458,14.9,0
04/09/2021,17:30,16.84492,244.3,0,0,12.6,516906,984,276,7.681,15.8,0
04/09/2021,17:45,16.84492,244.3,0,0,13.36,553526,984,280.2,7.915,16.5,0
04/09/2021,18:00,16.84492,244.3,0,0,14.14,591754,985,284.4,8.155,17,0
04/09/2021,18:20,16.84492,244.3,0,0,14.94,630445,985,288.6,8.394,16.9,0
04/09/2021,18:30,16.84492,244.3,0,0,15.72,668441,985,292.8,8.627,17.4,0
04/09/2021,18:45,16.84492,244.3,0,0,16.48,704718,985,296.8,8.851,18.1,0
04/09/2021,19:00,16.84492,244.3,0,0,19.57,1018181,985,300.5,9.062,19.1,0
04/09/2021,19:20,16.84492,244.3,0,0,20.28,1061870,985,303.9,9.258,20,0
04/09/2021,19:30,16.84492,244.3,0,0,20.93,1101715,984,306.9,9.44,21.1,0
04/09/2021,19:45,16.84492,244.3,0,0,21.52,1138059,984,309.4,9.607,22.2,0
04/09/2021,20:00,16.84492,244.3,0,0,22.06,1171569,984,311.4,9.762,23.7,0
04/09/2021,20:20,16.84492,244.3,3.5,11.1,22.55,1202975,984,312.7,9.905,24.5,1
04/09/2021,20:30,16.84492,244.3,0,0,22.99,1232875,984,313.5,10.037,25.6,0
04/09/2021,20:45,16.84492,244.3,0,0,23.38,1261577,984,313.6,10.157,26.8,0
04/09/2021,21:00,16.84492,244.3,0,0,23.72,1288970,984,313,10.264,27.4,0
04/09/2021,21:20,16.84492,244.3,0,0,24.01,1314453,984,311.9,10.355,28.2,0
04/09/2021,21:30,16.84492,244.3,0,0,24.24,1336877,985,310.1,10.429,28.2,0
04/09/2021,21:45,16.84492,244.3,0,0,24.39,1354570,985,307.8,10.48,27.8,0
04/09/2021,22:00,16.84492,244.3,0,0,24.45,1365450,985,305.1,10.506,27,0
04/09/2021,22:20,16.84492,244.3,0,0,24.41,1367287,985,301.9,10.503,26.3,0
04/09/2021,22:30,16.84492,244.3,0,0,21.07,987776,985,298.4,10.467,25.2,0
04/09/2021,22:45,16.84492,244.3,0,0,20.71,974265,986,294.7,10.396,24.3,0
04/09/2021,23:00,16.84492,244.3,0,0,20.24,952601,986,290.9,10.29,22.7,0
04/09/2021,23:20,16.84492,244.3,0,0,19.64,923184,986,287,10.148,22.2,0
04/09/2021,23:30,16.84492,244.3,0,0,18.91,886885,986,283.2,9.97,21.7,0
04/09/2021,23:45,16.84492,244.3,0,0,18.08,844904,986,279.5,9.758,21.7,0
04/09/2021,00:00,16.84492,244.3,0,0,17.14,798621,987,276.1,9.513,21,0
05/09/2021,01:00,16.84492,244.3,0,0,12.72,594752,988,265.7,8.243,20.2,0
05/09/2021,01:20,16.84492,244.3,0,0,11.77,544624,988,264.8,7.944,21.2,0
05/09/2021,01:30,16.84492,244.3,0,0,10.81,496486,988,264.3,7.636,21.4,0
05/09/2021,01:45,16.84492,244.3,0,0,9.88,450834,989,264.2,7.322,21.2,0
05/09/2021,02:00,16.84492,244.3,0,0,8.97,408087,989,264.5,7.003,22.1,0
05/09/2021,02:20,16.84492,244.3,0,0,8.1,368616,990,265.1,6.685,23.6,0
05/09/2021,02:30,16.84492,244.3,0,0,7.3,332734,990,266.1,6.37,23.9,0
05/09/2021,02:45,16.84492,244.3,0,0,6.56,300703,990,267.4,6.062,24,0
05/09/2021,03:00,16.84492,244.3,0,0,5.89,272707,991,269,5.766,24.1,0
05/09/2021,03:20,16.84492,244.3,0,0,5.3,248838,991,270.9,5.484,23.4,0
05/09/2021,03:30,16.84492,244.3,0,0,4.78,229078,991,273,5.222,22.1,0
05/09/2021,03:45,16.84492,244.3,0,0,4.32,213292,992,275.4,4.981,20.6,0
05/09/2021,04:00,16.84492,244.3,0,0,3.94,201222,992,277.9,4.765,18.7,0
05/09/2021,04:20,16.84492,244.3,0,0,3.62,192501,992,280.5,4.575,17.3,0
05/09/2021,04:30,16.84492,244.3,0,0,3.35,186657,993,283.2,4.413,15,0
05/09/2021,04:45,16.84492,244.3,0,0,3.14,183142,993,286,4.278,13.1,0
05/09/2021,05:00,16.84492,244.3,0,0,2.98,181358,993,288.8,4.169,11.7,0
05/09/2021,05:20,16.84492,244.3,0,0,2.85,191029,993,291.5,4.085,11,0
05/09/2021,05:30,16.84492,244.3,0,0,2.76,189477,993,294.1,4.022,10.3,0
05/09/2021,05:45,16.84492,244.3,0,0,2.69,188085,993,296.7,3.978,9.6,0
05/09/2021,06:00,16.84492,244.3,0,0,2.64,186520,993,299.1,3.948,9.5,0
05/09/2021,06:20,16.84492,244.3,0,0,2.7,184630,993,301.4,3.929,9.3,0
05/09/2021,06:30,16.84492,244.3,0,0,2.67,182429,993,303.4,3.918,8.9,0
05/09/2021,06:45,16.84492,244.3,0,0,2.64,180058,993,305.3,3.91,8.4,0
05/09/2021,07:00,16.84492,244.3,0,0,2.61,177737,993,306.9,3.904,8.5,0
05/09/2021,07:20,16.84492,244.3,0,0,2.59,175700,993,308.3,3.897,8.4,0
05/09/2021,07:30,16.84492,244.3,0,0,2.56,174138,993,309.4,3.887,8.3,0
05/09/2021,07:45,16.84492,244.3,0,0,2.53,173139,993,310.3,3.875,7.9,0
05/09/2021,08:00,16.84492,244.3,0,0,2.5,172651,993,310.9,3.86,7.9,0
05/09/2021,08:20,16.84492,244.3,0,0,2.46,172462,993,311.3,3.843,8.4,0
05/09/2021,08:30,16.84492,244.3,0,0,2.43,172210,993,311.5,3.825,8.3,0
05/09/2021,08:45,16.84492,244.3,0,0,2.4,171426,992,311.4,3.807,8,0
05/09/2021,09:00,16.84492,244.3,0,0,2.38,169612,992,311.1,3.791,8.2,0
05/09/2021,09:20,16.84492,244.3,3.7,26.8,2.36,166333,992,310.7,3.777,8.3,1
05/09/2021,09:30,16.84492,244.3,0,0,2.34,155004,992,310,3.766,7.8,0
05/09/2021,09:45,16.84492,244.3,0,0,2.33,147962,992,309.1,3.757,7.1,0
05/09/2021,10:00,16.84492,244.3,0,0,2.33,139466,992,308.1,3.75,7.7,0
05/09/2021,10:20,16.84492,244.3,0,0,2.32,129994,992,307,3.743,7.4,0
05/09/2021,10:30,16.84492,244.3,0,0,2.32,120221,991,305.7,3.734,7.2,0
05/09/2021,10:45,16.84492,244.3,0,0,2.32,110919,991,304.3,3.721,7.1,0
05/09/2021,11:00,16.84492,244.3,0,0,2.31,102858,991,302.8,3.701,7.4,0
05/09/2021,11:20,16.84492,244.3,0,0,2.29,96715,990,301.2,3.672,7.3,0
05/09/2021,11:30,16.84492,244.3,0,0,2.2,93038,990,299.6,3.632,7,0
05/09/2021,11:45,16.84492,244.3,0,0,2.16,92245,989,297.9,3.58,8,0
05/09/2021,12:00,16.84492,244.3,0,0,2.1,94647,989,296.1,3.516,8.2,0
05/09/2021,12:20,16.84492,244.3,0,0,2.03,100464,988,294.2,3.442,8,0
05/09/2021,12:30,16.84492,244.3,0,0,1.95,109820,988,292.4,3.359,8,0
05/09/2021,12:45,16.84492,244.3,0,0,1.87,122702,987,290.5,3.27,7.7,0
05/09/2021,13:00,16.84492,244.3,0,0,1.78,138901,987,288.5,3.182,7,0
05/09/2021,13:20,16.84492,244.3,0,0,1.71,157969,986,286.5,3.098,7.7,0
05/09/2021,13:30,16.84492,244.3,0,0,1.64,179214,986,284.5,3.025,7.4,0
05/09/2021,13:45,16.84492,244.3,0,0,1.59,201756,986,282.5,2.969,7,0
05/09/2021,14:00,16.84492,244.3,0,0,1.57,224625,985,280.4,2.936,6.8,0
05/09/2021,14:20,16.84492,244.3,0,0,1.57,246912,985,278.3,2.931,7.3,0
05/09/2021,14:30,16.84492,244.3,0,0,1.61,267904,985,276.3,2.958,7.3,0
05/09/2021,14:45,16.84492,244.3,0,0,1.68,287193,985,274.2,3.021,6.5,0
05/09/2021,15:00,16.84492,244.3,0,0,1.8,304736,984,272.1,3.119,6.6,0
05/09/2021,15:20,16.84492,244.3,0,0,1.96,320848,984,270.1,3.253,6.9,0
05/09/2021,15:30,16.84492,244.3,0,0,2.17,336144,984,268.1,3.42,7.7,0
05/09/2021,15:45,16.84492,244.3,0,0,2.43,351451,984,266.1,3.617,8.7,0
05/09/2021,16:00,16.84492,244.3,0,0,2.75,367695,984,264.2,3.839,10.4,0
05/09/2021,16:20,16.84492,244.3,3.8,10,3.13,385796,984,262.4,4.078,12.1,1
05/09/2021,16:30,16.84492,244.3,0,0,3.56,406560,984,260.7,4.328,14.1,0
05/09/2021,16:45,16.84492,244.3,0,0,4.03,430596,985,259.1,4.583,15.8,0
05/09/2021,17:00,16.84492,244.3,0,0,4.54,458238,985,257.6,4.836,16.8,0
05/09/2021,17:20,16.84492,244.3,0,0,5.06,489489,985,256.4,5.079,17.4,0
05/09/2021,17:30,16.84492,244.3,0,0,5.57,524001,985,255.3,5.309,18,0
05/09/2021,17:45,16.84492,244.3,0,0,6.07,561079,985,254.4,5.522,18.2,0
05/09/2021,18:00,16.84492,244.3,0,0,6.54,599737,985,253.7,5.715,18.8,0
05/09/2021,18:20,16.84492,244.3,0,0,6.99,638830,985,253.4,5.888,20,0
05/09/2021,18:30,16.84492,244.3,0,0,7.41,677184,986,253.2,6.042,20.5,0
05/09/2021,18:45,16.84492,244.3,0,0,7.8,713787,985,253.4,6.179,21,0
05/09/2021,19:00,16.84492,244.3,0,0,8.16,1028422,985,253.8,6.303,21.3,0
05/09/2021,19:20,16.84492,244.3,0,0,8.52,1072364,985,254.6,6.417,21.8,0
05/09/2021,19:30,16.84492,244.3,0,0,8.86,1112458,985,255.6,6.526,22.5,0
05/09/2021,19:45,16.84492,244.3,0,0,9.21,1149063,985,257,6.635,23,0
05/09/2021,20:00,16.84492,244.3,0,0,9.57,1182852,985,258.7,6.748,24.7,0
05/09/2021,20:20,16.84492,244.3,3.6,30.4,9.96,1214562,985,260.6,6.868,25.2,1
05/09/2021,20:30,16.84492,244.3,0,0,10.37,1244782,985,262.9,6.998,25.8,0
05/09/2021,20:45,16.84492,244.3,0,0,10.87,1273797,985,265.4,7.14,28.5,0
05/09/2021,21:00,16.84492,244.3,0,0,11.35,1301462,985,268.1,7.294,28.4,0
05/09/2021,21:20,16.84492,244.3,0,0,11.88,1327120,985,271,7.459,27.9,0
05/09/2021,21:30,16.84492,244.3,0,0,12.45,1349554,985,274.2,7.635,27.4,0
05/09/2021,21:45,16.84492,244.3,0,0,13.04,1367012,985,277.4,7.819,26.8,0
05/09/2021,22:00,16.84492,244.3,0,0,13.66,1377332,985,280.8,8.009,27.4,0
05/09/2021,22:20,16.84492,244.3,0,0,14.29,1378224,986,284.2,8.201,26.9,0
05/09/2021,22:30,16.84492,244.3,0,0,14.93,997520,986,287.6,8.392,27.1,0
05/09/2021,22:45,16.84492,244.3,3.4,10,15.56,982948,986,290.9,8.581,27.7,1
05/09/2021,23:00,16.84492,244.3,3.5,14.8,16.18,960044,986,294.2,8.764,27.8,1
05/09/2021,23:20,16.84492,244.3,0,0,16.78,929265,986,297.4,8.94,28,0
05/09/2021,23:30,16.84492,244.3,0,0,19.74,891564,986,300.4,9.107,28.4,0
05/09/2021,23:45,16.84492,244.3,0,0,20.31,848197,987,303.1,9.265,28.1,0
05/09/2021,00:00,16.84492,244.3,0,0,20.85,800611,987,305.6,9.414,28.4,0
06/09/2021,01:00,16.84492,244.3,3.5,19.7,12.72,592825,988,264.7,8.233,27.9,1
06/09/2021,01:20,16.84492,244.3,0,0,11.75,552171,988,263.9,7.93,27.9,0
06/09/2021,01:25,16.84492,244.3,0,0,10.79,512810,988,263.5,7.618,28,0
06/09/2021,01:35,16.84492,244.3,0,0,9.84,475004,988,263.4,7.3,26.9,0
06/09/2021,01:45,16.84492,244.3,0,0,8.93,438970,989,263.7,6.978,28.4,0
06/09/2021,02:00,16.84492,244.3,0,0,8.06,404910,989,264.4,6.657,29.2,0
06/09/2021,02:20,16.84492,244.3,0,0,7.25,372995,989,265.5,6.339,27.7,0
06/09/2021,02:25,16.84492,244.3,0,0,6.51,343386,990,266.9,6.03,29.3,0
06/09/2021,02:35,16.84492,244.3,0,0,5.84,316215,990,268.6,5.732,28.7,0
06/09/2021,02:45,16.84492,244.3,0,0,5.25,291591,990,270.6,5.449,28.4,0
06/09/2021,03:00,16.84492,244.3,0,0,4.73,269591,991,272.8,5.186,27.7,0
06/09/2021,03:20,16.84492,244.3,0,0,4.28,250251,991,275.2,4.946,24,0
06/09/2021,03:25,16.84492,244.3,0,0,3.89,233564,991,277.8,4.73,22.9,0
06/09/2021,03:35,16.84492,244.3,0,0,3.57,219473,992,280.6,4.541,22.7,0
06/09/2021,03:45,16.84492,244.3,0,0,3.31,207875,992,283.4,4.38,21.8,0
06/09/2021,04:00,16.84492,244.3,0,0,3.1,198615,992,286.2,4.246,21.7,0
06/09/2021,04:20,16.84492,244.3,3.7,10,2.94,191496,992,289,4.138,20.8,1
06/09/2021,04:25,16.84492,244.3,0,0,2.81,186280,992,291.8,4.055,19.5,0
06/09/2021,04:35,16.84492,244.3,0,0,2.72,182694,993,294.5,3.994,18.4,0
06/09/2021,04:45,16.84492,244.3,0,0,2.66,180442,993,297.1,3.951,17.8,0
06/09/2021,05:00,16.84492,244.3,0,0,2.61,179211,993,299.5,3.923,16.1,0
06/09/2021,05:20,16.84492,244.3,0,0,2.67,189038,993,301.8,3.905,14.6,0
06/09/2021,05:25,16.84492,244.3,3.6,3,2.63,187770,993,303.8,3.895,13,1
06/09/2021,05:35,16.84492,244.3,0,0,2.61,186711,993,305.7,3.889,10.8,0
06/09/2021,05:45,16.84492,244.3,0,0,2.58,185650,993,307.3,3.883,10.4,0
06/09/2021,06:00,16.84492,244.3,0,0,2.56,184452,993,308.7,3.877,9.4,0
06/09/2021,06:20,16.84492,244.3,0,0,2.53,183049,993,309.8,3.868,8.4,0
06/09/2021,06:25,16.84492,244.3,0,0,2.5,181442,993,310.6,3.856,8.2,0
06/09/2021,06:35,16.84492,244.3,0,0,2.47,179686,993,311.2,3.842,8.2,0
06/09/2021,06:45,16.84492,244.3,0,0,2.44,177877,993,311.6,3.826,7.9,0
06/09/2021,07:00,16.84492,244.3,0,0,2.41,176131,993,311.7,3.808,7.5,0
06/09/2021,07:20,16.84492,244.3,0,0,2.38,174564,993,311.5,3.791,7.5,0
06/09/2021,07:25,16.84492,244.3,0,0,2.36,173275,993,311.2,3.775,8,0
06/09/2021,07:35,16.84492,244.3,0,0,2.34,172323,993,310.7,3.762,8.2,0
06/09/2021,07:45,16.84492,244.3,0,0,2.32,171715,993,309.9,3.751,8.3,0
06/09/2021,08:00,16.84492,244.3,0,0,2.31,171398,993,309,3.742,8.5,0
06/09/2021,08:20,16.84492,244.3,0,0,2.31,171251,993,308,3.735,8.2,0
06/09/2021,08:25,16.84492,244.3,0,0,2.31,171095,992,306.8,3.728,7.4,0
06/09/2021,08:35,16.84492,244.3,0,0,2.31,170704,992,305.5,3.719,7.4,0
06/09/2021,08:45,16.84492,244.3,0,0,2.3,169825,992,304,3.705,7.1,0
06/09/2021,09:00,16.84492,244.3,0,0,2.29,168212,992,302.5,3.685,7.1,0
06/09/2021,09:20,16.84492,244.3,0,0,2.27,165655,992,300.9,3.655,6.9,0
06/09/2021,09:25,16.84492,244.3,0,0,2.19,155957,992,299.3,3.615,7,0
06/09/2021,09:35,16.84492,244.3,0,0,2.14,150958,992,297.5,3.563,7.4,0
06/09/2021,09:45,16.84492,244.3,0,0,2.08,144934,992,295.8,3.498,7.2,0
06/09/2021,10:00,16.84492,244.3,0,0,2.01,138045,992,294,3.423,7.1,0
06/09/2021,10:20,16.84492,244.3,0,0,1.93,130550,992,292.1,3.34,7.9,0
06/09/2021,10:25,16.84492,244.3,0,0,1.85,122791,991,290.2,3.252,8,0
06/09/2021,10:35,16.84492,244.3,0,0,1.77,115156,991,288.3,3.164,7.6,0
06/09/2021,10:45,16.84492,244.3,0,0,1.69,108043,991,286.3,3.081,7.2,0
06/09/2021,11:00,16.84492,244.3,0,0,1.63,101835,990,284.4,3.009,6.9,0
06/09/2021,11:20,16.84492,244.3,0,0,1.58,96869,990,282.4,2.954,6.5,0
06/09/2021,11:25,16.84492,244.3,0,0,1.56,93428,990,280.4,2.923,6.6,0
06/09/2021,11:35,16.84492,244.3,0,0,1.56,91744,989,278.3,2.92,5.9,0
06/09/2021,11:45,16.84492,244.3,0,0,1.6,91999,989,276.3,2.949,5.8,0
06/09/2021,12:00,16.84492,244.3,0,0,1.67,94340,989,274.3,3.013,5.9,0
06/09/2021,12:20,16.84492,244.3,0,0,1.79,98876,988,272.2,3.114,5.7,0
06/09/2021,12:25,16.84492,244.3,0,0,1.95,105680,988,270.2,3.25,5.3,0
06/09/2021,12:35,16.84492,244.3,0,0,2.17,114773,987,268.2,3.42,4.9,0
06/09/2021,12:45,16.84492,244.3,0,0,2.43,126102,987,266.3,3.619,5.5,0
06/09/2021,13:00,16.84492,244.3,0,0,2.76,139528,987,264.4,3.843,6.4,0
06/09/2021,13:20,16.84492,244.3,0,0,3.13,154806,986,262.6,4.084,7.4,0
06/09/2021,13:25,16.84492,244.3,0,0,3.57,171591,986,260.9,4.337,8.2,0
06/09/2021,13:35,16.84492,244.3,0,0,4.05,189451,986,259.3,4.593,9,0
06/09/2021,13:45,16.84492,244.3,0,0,4.56,207898,986,257.8,4.848,10,0
06/09/2021,14:00,16.84492,244.3,0,0,5.08,226432,985,256.5,5.093,11.2,0
06/09/2021,14:20,16.84492,244.3,0,0,5.6,244587,985,255.4,5.325,10.8,0
06/09/2021,14:25,16.84492,244.3,0,0,6.1,261984,985,254.5,5.539,11.4,0
06/09/2021,14:35,16.84492,244.3,0,0,6.58,278360,985,253.8,5.734,12,0
06/09/2021,14:45,16.84492,244.3,0,0,7.03,293600,985,253.4,5.909,12.8,0
06/09/2021,15:00,16.84492,244.3,0,0,7.46,307741,984,253.3,6.065,12.7,0
06/09/2021,15:20,16.84492,244.3,0,0,7.85,320966,984,253.4,6.204,13.1,0
06/09/2021,15:25,16.84492,244.3,0,0,8.23,333581,984,253.8,6.33,13.9,0
06/09/2021,15:35,16.84492,244.3,0,0,8.59,345990,984,254.5,6.446,13.9,0
06/09/2021,15:45,16.84492,244.3,0,0,8.94,358652,984,255.5,6.558,14,0
06/09/2021,16:00,16.84492,244.3,0,0,9.3,372052,984,256.9,6.669,14.1,0
06/09/2021,16:20,16.84492,244.3,0,0,9.66,386659,984,258.5,6.784,14.8,0
06/09/2021,16:45,16.84492,244.3,0,0,10.06,402893,984,260.5,6.906,15.4,0
06/09/2021,16:35,16.84492,244.3,0,0,10.48,421105,985,262.7,7.038,16.4,0
06/09/2021,16:45,16.84492,244.3,0,0,10.98,441538,985,265.2,7.181,17.3,0
06/09/2021,17:00,16.84492,244.3,0,0,11.47,464313,985,267.9,7.336,17.5,0
06/09/2021,17:20,16.84492,244.3,0,0,12.01,489413,985,270.8,7.503,18.6,0
06/09/2021,17:25,16.84492,244.3,0,0,12.58,516669,985,273.9,7.68,20.4,0
06/09/2021,17:35,16.84492,244.3,0,0,13.18,545768,985,277.2,7.865,20.4,0
06/09/2021,17:45,16.84492,244.3,0,0,13.8,576272,986,280.5,8.054,21.4,0
06/09/2021,18:00,16.84492,244.3,0,0,14.44,607630,986,283.9,8.247,22.2,0
06/09/2021,18:20,16.84492,244.3,0,0,15.08,639244,986,287.3,8.438,22.9,0
06/09/2021,18:25,16.84492,244.3,0,0,15.71,670505,986,290.7,8.627,23.7,0
06/09/2021,18:35,16.84492,244.3,0,0,16.34,700855,986,294,8.81,24.5,0
06/09/2021,18:45,16.84492,244.3,0,0,16.94,729840,986,297.2,8.985,25.2,0
06/09/2021,19:00,16.84492,244.3,0,0,19.91,1038711,986,300.2,9.152,26.1,0
06/09/2021,19:20,16.84492,244.3,0,0,20.48,1074377,986,302.9,9.31,26.8,0
06/09/2021,19:25,16.84492,244.3,0,0,21.02,1107562,986,305.4,9.459,27.8,0
06/09/2021,19:35,16.84492,244.3,0,0,21.53,1138381,986,307.6,9.599,27.9,0
06/09/2021,19:45,16.84492,244.3,0,0,21.99,1167130,985,309.5,9.73,26.8,0
06/09/2021,20:00,16.84492,244.3,0,0,22.43,1194187,985,311,9.853,26.6,0
06/09/2021,20:20,16.84492,244.3,0,0,22.83,1219932,985,312.1,9.969,26.2,0
06/09/2021,20:25,16.84492,244.3,0,0,23.21,1244678,985,312.8,10.077,25.8,0
06/09/2021,20:35,16.84492,244.3,0,0,23.55,1268619,985,313.1,10.179,25.6,0
06/09/2021,20:45,16.84492,244.3,0,0,23.86,1291783,985,312.9,10.272,24,0
06/09/2021,21:00,16.84492,244.3,0,0,24.13,1314004,985,312.4,10.356,23,0
06/09/2021,21:20,16.84492,244.3,0,0,24.37,1334886,985,311.4,10.431,22.7,0
06/09/2021,21:25,16.84492,244.3,0,0,24.57,1353801,985,310.1,10.493,22.1,0
06/09/2021,21:35,16.84492,244.3,0,0,24.73,1369885,985,308.3,10.543,22.3,0
06/09/2021,21:45,16.84492,244.3,0,0,24.83,1382079,985,306.3,10.576,22.2,0
06/09/2021,22:00,16.84492,244.3,0,0,24.87,1389188,986,303.9,10.592,22.4,0
06/09/2021,22:20,16.84492,244.3,0,0,24.83,1390007,986,301.3,10.588,22.4,0
06/09/2021,22:25,16.84492,244.3,0,0,21.53,1010872,986,298.5,10.564,23,0
06/09/2021,22.35,16.84492,244.3,0,0,21.29,1001772,986,295.5,10.517,23,0
06/09/2021,22:45,16.84492,244.3,0,0,20.94,987186,986,292.4,10.447,22.2,0
06/09/2021,23:00,16.84492,244.3,0,0,20.53,967185,986,289.2,10.353,21.3,0
