Day,Hour of day,Latitude,Longitude,magnitud,Profundidad,Tec,Ne/cm-3,O+,hmF2,foF2,VTEC,sismo
21/09/2022,08:25,18.53368,237.3,5.4,16,4.02,285327,991,326.5,5.038,8.1,1
21/09/2022,08:35,18.53368,237.3,3.7,12,3.88,276606,991,325.3,4.943,7.8,1
21/09/2022,08:45,18.53368,237.3,3.4,10,3.75,269054,991,324.1,4.855,7.6,1
21/09/2022,09:00,18.53368,237.3,3.6,5,3.64,262371,991,322.7,4.771,7.4,1
21/09/2022,09:20,18.53368,237.3,3.3,10,3.53,256197,991,321.1,4.691,7,1
21/09/2022,09:25,18.53368,237.3,3.4,10,3.44,250144,991,319.5,4.612,7.9,1
21/09/2022,09:35,18.53368,237.3,3.7,10,3.35,243841,991,317.9,4.531,7.7,1
21/09/2022,09:45,18.53368,237.3,3.9,10,3.25,236977,990,316.1,4.446,7.7,1
21/09/2022,10:00,18.53368,237.3,3.9,22,3.16,229352,990,314.3,4.356,7.4,1
21/09/2022,10:20,18.53368,237.3,3.6,5,3.05,220902,990,312.6,4.261,8.6,1
21/09/2022,10:25,18.53368,237.3,3.9,14,2.95,211728,990,310.7,4.159,9.6,1
21/09/2022,10:35,18.53368,237.3,3.9,16,2.84,202082,990,308.9,4.054,11.9,1
21/09/2022,10:45,18.53368,237.3,3.4,10,2.72,192357,989,307.1,3.949,14.7,1
21/09/2022,11:00,18.53368,237.3,4,10,2.62,183045,989,305.3,3.847,16.6,1
21/09/2022,11:20,18.53368,237.3,3.5,16,2.53,174700,989,303.6,3.756,18.8,1
21/09/2022,11:25,18.53368,237.3,3.6,16,2.46,167897,988,301.8,3.68,20.5,1
21/09/2022,11:35,18.53368,237.3,4.1,16,2.42,163207,988,300.1,3.628,23.3,1
21/09/2022,11:45,18.53368,237.3,3.8,10,2.41,161186,987,298.4,3.606,24.7,1
21/09/2022,12:00,18.53368,237.3,3.7,15,2.46,162371,987,296.7,3.62,25.9,1
21/09/2022,12:20,18.53368,237.3,3.5,10,2.55,167288,986,295,3.676,26.6,1
21/09/2022,12:25,18.53368,237.3,4,10,2.72,176475,986,293.4,3.778,27.8,1
21/09/2022,12:35,18.53368,237.3,3.5,16,2.95,190472,986,291.8,3.928,29.3,1
21/09/2022,12:45,18.53368,237.3,3.8,16,3.28,209811,985,290.2,4.127,31.4,1
21/09/2022,13:00,18.53368,237.3,3.8,10,3.69,234962,985,288.6,4.372,32.8,1
21/09/2022,13:20,18.53368,237.3,4.1,5,4.21,266273,984,287.2,4.659,33.3,1
21/09/2022,13:25,18.53368,237.3,3.9,114,4.84,303890,984,285.7,4.984,34.1,1
21/09/2022,13:35,18.53368,237.3,3.8,5,5.59,347690,984,284.3,5.339,35.2,1
21/09/2022,13:45,18.53368,237.3,3.9,15,6.45,397227,984,283,5.715,38.6,1
21/09/2022,14:00,18.53368,237.3,4.1,14,7.41,451715,983,281.8,6.103,42,1
21/09/2022,14:20,18.53368,237.3,4,10,8.47,510065,983,280.7,6.495,43.6,1
21/09/2022,14:25,18.53368,237.3,3.9,15,9.57,570961,983,279.7,6.881,43.9,1
21/09/2022,14:35,18.53368,237.3,3.8,15,10.7,632975,983,278.9,7.255,45.2,1
21/09/2022,14:45,18.53368,237.3,4,15,11.83,694700,983,278.2,7.609,46.8,1
21/09/2022,15:00,18.53368,237.3,3.8,15,12.94,754885,983,277.7,7.939,49.5,1
21/09/2022,15:20,18.53368,237.3,3.8,15,14.01,812548,983,277.4,8.242,52,1
21/09/2022,15:25,18.53368,237.3,4,5,15.03,867050,983,277.3,8.517,52.2,1
21/09/2022,15:35,18.53368,237.3,3.9,15,16,918129,984,277.4,8.763,51.1,1
21/09/2022,15:45,18.53368,237.3,3.9,19,16.92,965883,984,277.7,8.984,50,1
21/09/2022,16:00,18.53368,237.3,4,4,17.79,1010728,984,278.4,9.182,51.7,1
21/09/2022,16:20,18.53368,237.3,3.7,16,18.61,1053311,984,279.2,9.362,51.9,1
21/09/2022,16:45,18.53368,237.3,3.8,15,19.41,1094416,985,280.4,9.528,48.6,1
21/09/2022,16:35,18.53368,237.3,3.9,5,20.18,1134866,985,281.7,9.684,47.5,1
21/09/2022,16:45,18.53368,237.3,3.9,2,20.93,1175425,986,283.4,9.836,47.2,1
21/09/2022,17:00,18.53368,237.3,3.8,13,21.68,1216705,986,285.3,9.985,47.1,1
21/09/2022,17:20,18.53368,237.3,3.7,17,22.44,1259106,987,287.4,10.137,47.1,1
21/09/2022,17:25,18.53368,237.3,3.9,2,23.2,1302753,987,289.8,10.29,45.9,1
21/09/2022,17:35,18.53368,237.3,3.7,12,23.97,1347476,988,292.4,10.448,44.7,1
21/09/2022,17:45,18.53368,237.3,4.2,11,24.75,1392805,988,295.1,10.608,45.1,1
21/09/2022,18:00,18.53368,237.3,3.6,16,25.52,1437990,989,298,10.771,43.9,1
21/09/2022,18:20,18.53368,237.3,3.9,16,26.28,1482093,989,301,10.933,43.8,1
21/09/2022,18:25,18.53368,237.3,3.7,16,27.02,1524159,989,304,11.093,44,1
21/09/2022,18:35,18.53368,237.3,3.9,13,27.73,1562949,990,307.1,11.249,42.4,1
21/09/2022,18:45,18.53368,237.3,3.9,15,28.39,1597523,990,310.2,11.399,42.9,1
21/09/2022,19:00,18.53368,237.3,3.4,5,29,1627335,990,313.2,11.539,42.9,1
21/09/2022,19:20,18.53368,237.3,4,13,29.56,1652249,990,316.1,11.67,41.8,1
21/09/2022,19:25,18.53368,237.3,3.9,7,30.06,1672526,990,318.8,11.79,22.9,1
21/09/2022,19:35,18.53368,237.3,3.7,16,30.51,1688755,990,321.4,11.899,23.4,1
21/09/2022,19:45,18.53368,237.3,4,12,30.91,1701755,990,323.7,11.996,24.1,1
21/09/2022,20:00,18.53368,237.3,3.7,5,31.26,1712461,990,325.7,12.083,24.5,1
21/09/2022,20:20,18.53368,237.3,3.8,12,31.57,1721818,990,327.4,12.161,25.6,1
21/09/2022,20:25,18.53368,237.3,3.9,16,31.85,1730688,990,328.8,12.23,27.2,1
21/09/2022,20:35,18.53368,237.3,3.4,5,32.08,1739797,990,329.8,12.291,28.1,1
21/09/2022,20:45,18.53368,237.3,3.5,2,32.29,1749678,990,330.4,12.345,27.3,1
21/09/2022,21:00,18.53368,237.3,3.9,10,32.46,1760691,989,330.7,12.392,29.1,1
21/09/2022,21:20,18.53368,237.3,3.3,16,32.6,1772983,989,330.4,12.432,29.7,1
21/09/2022,21:25,18.53368,237.3,3.8,15,32.71,1786484,989,329.8,12.464,30,1
21/09/2022,21:35,18.53368,237.3,3.6,26,32.78,1800881,988,328.8,12.487,32.7,1
21/09/2022,21:45,18.53368,237.3,4,8,32.83,1815588,988,327.3,12.5,34.3,1
21/09/2022,22:00,18.53368,237.3,3.5,11,32.83,1829725,988,325.5,12.501,36.5,1
21/09/2022,22:20,18.53368,237.3,3.8,10,32.79,1842112,987,323.3,12.488,39.8,1
21/09/2022,22:25,18.53368,237.3,3.6,24,32.69,1851309,987,320.8,12.46,42.3,1
21/09/2022,22.35,18.53368,237.3,4.2,11,32.5,1855683,987,318,12.414,44.5,1
21/09/2022,22:45,18.53368,237.3,3.7,8,32.29,1853565,986,314.9,12.35,46.9,1
21/09/2022,23:00,18.53368,237.3,3.8,23,32,1843443,986,311.7,12.268,48.1,1
21/09/2022,23:20,18.53368,237.3,3.7,5,31.64,1824182,986,308.3,12.165,48.4,1
21/09/2022,23:25,18.53368,237.3,3.7,16,31.19,1795256,986,304.8,12.044,48.9,1
21/09/2022,23:25,18.53368,237.3,3.8,12,30.66,1756923,985,301.3,11.904,52.2,1
21/09/2022,23:45,18.53368,237.3,4,7,30.05,1710286,985,297.8,11.747,53.5,1
21/09/2022,00:00,18.53368,237.3,3.8,11,29.36,1656506,985,294.4,11.573,50.4,1
22/09/2022,01:00,18.53368,237.3,3.9,6,24.99,1330947,985,279.6,10.515,51.8,1
22/09/2022,01:20,18.53368,237.3,3.8,13,23.97,1264609,986,277.7,10.276,52.2,1
22/09/2022,01:25,18.53368,237.3,3.6,16,22.93,1199941,986,276.1,10.031,49.2,1
22/09/2022,01:35,18.53368,237.3,3.5,9,21.86,1137419,986,275,9.781,50.2,1
22/09/2022,01:45,18.53368,237.3,0,0,20.77,1077369,987,274.2,9.528,47.8,0
22/09/2022,02:00,18.53368,237.3,3.5,14,19.67,1020008,987,273.9,9.273,45.4,1
22/09/2022,02:20,18.53368,237.3,3.7,5,18.46,965484,987,274.1,9.018,45.8,1
22/09/2022,02:25,18.53368,237.3,3.6,3,17.34,913907,988,274.6,8.765,45.8,1
22/09/2022,02:35,18.53368,237.3,0,0,16.24,865372,988,275.6,8.515,46,0
22/09/2022,02:45,18.53368,237.3,0,0,15.19,819970,988,276.9,8.271,45,0
22/09/2022,03:00,18.53368,237.3,3.5,18,14.18,777795,989,278.6,8.036,41.6,1
22/09/2022,03:20,18.53368,237.3,4.1,11,13.23,738934,989,280.7,7.812,40.8,1
22/09/2022,03:25,18.53368,237.3,0,0,12.37,703454,989,283,7.602,41.4,0
22/09/2022,03:35,18.53368,237.3,0,0,11.53,671388,990,285.6,7.408,39.9,0
22/09/2022,03:45,18.53368,237.3,0,0,10.76,642715,990,288.4,7.231,36.9,0
22/09/2022,04:00,18.53368,237.3,3.6,4,10.08,617342,990,291.4,7.073,36.5,1
22/09/2022,04:20,18.53368,237.3,3.6,16,9.49,595093,990,294.5,6.934,31.2,1
22/09/2022,04:25,18.53368,237.3,3.4,59,8.98,575704,991,297.7,6.815,33.3,1
22/09/2022,04:35,18.53368,237.3,3.6,16,8.55,558821,991,300.9,6.713,31.2,1
22/09/2022,04:45,18.53368,237.3,0,0,8.18,543958,991,304.1,6.627,29.5,0
22/09/2022,05:00,18.53368,237.3,3.5,17,7.87,530464,991,307.2,6.554,26.2,1
22/09/2022,05:20,18.53368,237.3,3.3,9,7.61,517731,991,310.2,6.491,23.2,1
22/09/2022,05:25,18.53368,237.3,3.4,14,7.37,505229,991,313.1,6.433,20.8,1
22/09/2022,05:35,18.53368,237.3,3.5,12,7.15,492521,991,315.8,6.378,17.8,1
22/09/2022,05:45,18.53368,237.3,3.5,10,6.94,479270,991,318.3,6.321,15.5,1
22/09/2022,06:00,18.53368,237.3,3.4,12,6.72,465248,991,320.5,6.259,14.8,1
22/09/2022,06:20,18.53368,237.3,3.6,18,6.5,450345,991,322.5,6.189,13.9,1
22/09/2022,06:25,18.53368,237.3,3.4,18,6.28,434575,991,324.2,6.11,14,1
22/09/2022,06:35,18.53368,237.3,3.4,7,6.04,418064,991,325.6,6.021,11.5,1
22/09/2022,06:45,18.53368,237.3,6.9,12,5.79,401040,991,326.7,5.923,10.2,1
22/09/2022,07:00,18.53368,237.3,3.5,16,5.54,383805,991,327.5,5.816,10.2,1
22/09/2022,07:20,18.53368,237.3,3.6,16,5.29,366711,991,328,5.701,9.9,1
22/09/2022,07:25,18.53368,237.3,3.8,19,5.04,350120,991,328.3,5.583,9.5,1
22/09/2022,07:35,18.53368,237.3,3.8,9,4.8,334372,991,328.2,5.462,9.8,1
22/09/2022,07:45,18.53368,237.3,3.6,16,4.57,319759,991,327.9,5.343,9.9,1
22/09/2022,08:00,18.53368,237.3,3.9,16,4.36,306490,991,327.4,5.227,9.2,1
22/09/2022,08:20,18.53368,237.3,3.6,13,4.17,294683,991,326.7,5.117,9.3,1
22/09/2022,08:25,18.53368,237.3,3.9,12,4,284345,991,325.7,5.013,8.8,1
22/09/2022,08:35,18.53368,237.3,3.6,16,3.85,275376,991,324.6,4.917,8.3,1
22/09/2022,08:45,18.53368,237.3,3.6,16,3.72,267572,991,323.4,4.827,7.7,1
22/09/2022,09:00,18.53368,237.3,3.8,17,3.61,260639,991,322,4.743,7.5,1
22/09/2022,09:20,18.53368,237.3,4.1,8,3.5,254224,991,320.4,4.661,8.6,1
22/09/2022,09:25,18.53368,237.3,4,2,3.41,247950,991,318.9,4.582,8.5,1
22/09/2022,09:35,18.53368,237.3,3.6,16,3.32,241454,991,317.2,4.5,8.4,1
22/09/2022,09:45,18.53368,237.3,3.5,16,3.22,234437,990,315.5,4.415,9,1
22/09/2022,10:00,18.53368,237.3,3.8,16,3.12,226705,990,313.7,4.326,8.8,1
22/09/2022,10:20,18.53368,237.3,3.7,16,3.02,218203,990,311.9,4.23,8.8,1
22/09/2022,10:25,18.53368,237.3,3.7,17,2.91,209029,990,310.2,4.129,9.2,1
22/09/2022,10:35,18.53368,237.3,3.6,16,2.8,199436,990,308.4,4.025,8.8,1
22/09/2022,10:45,18.53368,237.3,3.4,14,2.69,189809,989,306.6,3.921,8.9,1
22/09/2022,11:00,18.53368,237.3,3.9,4,2.59,180632,989,304.8,3.821,8.4,1
22/09/2022,11:20,18.53368,237.3,3.5,15,2.5,172448,989,303.1,3.731,7.7,1
22/09/2022,11:25,18.53368,237.3,3.7,3,2.43,165823,988,301.4,3.657,7.7,1
22/09/2022,11:35,18.53368,237.3,3.9,16,2.39,161320,988,299.6,3.607,7.3,1
22/09/2022,11:45,18.53368,237.3,3.9,17,2.39,159492,987,298,3.587,8.1,1
22/09/2022,12:00,18.53368,237.3,3.5,16,2.44,160869,987,296.3,3.604,8.1,1
22/09/2022,12:20,18.53368,237.3,3.8,15,2.54,165981,986,294.6,3.662,7.8,1
22/09/2022,12:25,18.53368,237.3,3.5,16,2.7,175369,986,293,3.767,7.6,1
22/09/2022,12:35,18.53368,237.3,3.5,16,2.95,189583,985,291.4,3.92,7.4,1
22/09/2022,12:45,18.53368,237.3,3.9,17,3.27,209162,985,289.9,4.121,25.8,1
22/09/2022,13:00,18.53368,237.3,3.4,8,3.69,234586,985,288.3,4.369,24.8,1
22/09/2022,13:20,18.53368,237.3,4.1,5,4.21,266212,984,286.9,4.66,21.3,1
22/09/2022,13:25,18.53368,237.3,3.5,16,4.85,304197,984,285.4,4.988,17.8,1
22/09/2022,13:35,18.53368,237.3,3.5,15,5.6,348421,984,284,5.346,15.4,1
22/09/2022,13:45,18.53368,237.3,4.3,16,6.47,398441,983,282.7,5.725,15.2,1
22/09/2022,14:00,18.53368,237.3,3.9,16,7.45,453472,983,281.5,6.117,14.8,1
22/09/2022,14:20,18.53368,237.3,3.7,14,8.51,512417,983,280.4,6.512,14.1,1
22/09/2022,14:25,18.53368,237.3,3.7,16,9.62,573954,983,279.4,6.902,13.6,1
22/09/2022,14:35,18.53368,237.3,3.8,13,10.77,636642,983,278.6,7.279,12.1,1
22/09/2022,14:45,18.53368,237.3,3.7,10,11.91,699061,983,277.9,7.637,12.7,1
22/09/2022,15:00,18.53368,237.3,3.7,16,13.02,759946,983,277.3,7.97,11.9,1
22/09/2022,15:20,18.53368,237.3,3.7,12,14.1,818299,983,277,8.276,11.7,1
22/09/2022,15:25,18.53368,237.3,3.7,15,15.14,873470,983,276.9,8.553,11,1
22/09/2022,15:35,18.53368,237.3,3.8,12,16.12,925187,983,277,8.802,11.5,1
22/09/2022,15:45,18.53368,237.3,4,10,17.05,973538,984,277.3,9.025,11.2,1
22/09/2022,16:00,18.53368,237.3,3.4,5,17.93,1018937,984,277.9,9.226,10.7,1
22/09/2022,16:20,18.53368,237.3,3.7,10,18.76,1062023,984,278.7,9.407,10.3,1
22/09/2022,16:45,18.53368,237.3,3.5,16,19.56,1103583,985,279.9,9.574,9.8,1
22/09/2022,16:35,18.53368,237.3,3.7,10,20.34,1144440,985,281.2,9.732,10.1,1
22/09/2022,16:45,18.53368,237.3,3.6,13,21.1,1185355,986,282.9,9.884,10.1,1
22/09/2022,17:00,18.53368,237.3,3.6,16,21.86,1226948,986,284.7,10.034,10,1
22/09/2022,17:20,18.53368,237.3,3.5,18,22.62,1269616,987,286.9,10.184,9.6,1
22/09/2022,17:25,18.53368,237.3,3.9,9,23.38,1313490,987,289.2,10.338,9.6,1
22/09/2022,17:35,18.53368,237.3,3.8,18,24.15,1358403,988,291.7,10.494,10,1
22/09/2022,17:45,18.53368,237.3,3.8,22,24.93,1403886,988,294.5,10.653,10.3,1
22/09/2022,18:00,18.53368,237.3,3.7,10,25.7,1449196,989,297.3,10.814,10.3,1
22/09/2022,18:20,18.53368,237.3,3.7,10,26.46,1493376,989,300.3,10.974,9.8,1
22/09/2022,18:25,18.53368,237.3,3.7,16,27.19,1535474,989,303.3,11.132,9.6,1
22/09/2022,18:35,18.53368,237.3,3.7,16,27.89,1574266,990,306.4,11.286,9.5,1
22/09/2022,18:45,18.53368,237.3,3.9,15,28.55,1608774,990,309.5,11.433,8.5,1
22/09/2022,19:00,18.53368,237.3,3.5,13,29.15,1638434,990,312.5,11.571,8.1,1
22/09/2022,19:20,18.53368,237.3,3.9,4,29.7,1663108,990,315.4,11.699,9.4,1
22/09/2022,19:25,18.53368,237.3,3.5,14,30.2,1683061,990,318.1,11.816,9.1,1
22/09/2022,19:35,18.53368,237.3,3.9,13,30.64,1698895,990,320.7,11.922,8.7,1
22/09/2022,19:45,18.53368,237.3,3.7,10,31.03,1711447,990,323,12.017,33.3,1
22/09/2022,20:00,18.53368,237.3,3.5,14,31.37,1721675,990,325,12.101,31.2,1
22/09/2022,20:20,18.53368,237.3,3.4,10,31.67,1730541,990,326.8,12.176,29.5,1
22/09/2022,20:25,18.53368,237.3,3.8,10,31.94,1738929,990,328.2,12.243,26.2,1
22/09/2022,20:35,18.53368,237.3,3.6,5,32.17,1747578,990,329.2,12.302,23.2,1
22/09/2022,20:45,18.53368,237.3,3.4,10,32.37,1757035,990,329.8,12.354,20.8,1
22/09/2022,21:00,18.53368,237.3,3.7,5,32.53,1767664,989,330,12.4,17.8,1
22/09/2022,21:20,18.53368,237.3,3.8,12,32.67,1779615,989,329.8,12.438,15.5,1
22/09/2022,21:25,18.53368,237.3,3.7,7,32.77,1792814,989,329.2,12.47,14.8,1
22/09/2022,21:35,18.53368,237.3,3.6,8,32.84,1806935,988,328.1,12.492,13.9,1
22/09/2022,21:45,18.53368,237.3,3.5,10,32.88,1821385,988,326.7,12.505,14,1
22/09/2022,22:00,18.53368,237.3,3.9,10,32.88,1835258,988,324.9,12.505,11.5,1
22/09/2022,22:20,18.53368,237.3,3.7,15,32.84,1847356,987,322.7,12.492,10.2,1
22/09/2022,22:25,18.53368,237.3,3.4,5,32.74,1856212,987,320.2,12.464,10.2,1
22/09/2022,22.35,18.53368,237.3,3.6,5,32.55,1860176,987,317.4,12.419,27.2,1
22/09/2022,22:45,18.53368,237.3,3.4,14,32.33,1857565,986,314.4,12.355,28.1,1
22/09/2022,23:00,18.53368,237.3,3.8,5,32.05,1846854,986,311.1,12.272,27.3,1
22/09/2022,23:20,18.53368,237.3,3.4,14,31.68,1826919,986,307.7,12.17,29.1,1
22/09/2022,23:25,18.53368,237.3,4,15,31.23,1797255,986,304.3,12.048,29.7,1
22/09/2022,23:25,18.53368,237.3,3.4,15,30.69,1758170,985,300.7,11.908,30,1
22/09/2022,23:45,18.53368,237.3,3.6,14,30.07,1710779,985,297.2,11.75,32.7,1
22/09/2022,00:00,18.53368,237.3,3.5,9,29.38,1656246,985,293.8,11.575,34.3,1
01/05/2023,01:00,37.5402,137.3053,0,0,16.91,246239,974,279.5,10.754,0,0
01/05/2023,01:20,37.5402,137.3053,0,0,16.93,254747,974,282.2,10.837,34.8,0
01/05/2023,01:30,37.5402,137.3053,0,0,16.92,263843,974,285,10.925,34.9,0
01/05/2023,01:45,37.5402,137.3053,0,0,16.89,273353,974,287.8,11.015,35.7,0
01/05/2023,02:00,37.5402,137.3053,0,0,16.83,283049,974,290.4,11.107,36,0
01/05/2023,02:20,37.5402,137.3053,0,0,16.74,292673,974,292.9,11.196,36.9,0
01/05/2023,02:30,37.5402,137.3053,0,0,16.62,301931,974,295.2,11.28,37.8,0
01/05/2023,02:45,37.5402,137.3053,0,0,16.47,310533,973,297.3,11.356,38.5,0
01/05/2023,03:00,37.5402,137.3053,0,0,16.36,318201,973,299.1,11.422,39.1,0
01/05/2023,03:20,37.5402,137.3053,0,0,16.16,324690,973,300.6,11.476,40.3,0
01/05/2023,03:30,37.5402,137.3053,0,0,15.93,329820,972,301.7,11.519,41.3,0
01/05/2023,03:45,37.5402,137.3053,0,0,15.71,333476,971,302.5,11.548,41.5,0
01/05/2023,04:00,37.5402,137.3053,0,0,15.49,335614,971,303,11.566,42.7,0
01/05/2023,04:20,37.5402,137.3053,0,0,15.31,336263,970,303.1,11.572,43.5,0
01/05/2023,04:30,37.5402,137.3053,0,0,15.15,335520,969,302.9,11.569,43.2,0
01/05/2023,04:45,37.5402,137.3053,0,0,15.03,333526,969,302.4,11.558,42.8,0
01/05/2023,05:00,37.5402,137.3053,0,0,14.96,330459,968,301.6,11.539,42.8,0
01/05/2023,05:20,37.5402,137.3053,0,0,14.92,326507,967,300.6,11.515,42.6,0
01/05/2023,05:30,37.5402,137.3053,0,0,14.79,321867,967,299.4,11.485,43.6,0
01/05/2023,05:45,37.5402,137.3053,0,0,14.77,316718,966,298.1,11.45,42.5,0
01/05/2023,06:00,37.5402,137.3053,0,0,14.74,311221,966,296.7,11.41,42.5,0
01/05/2023,06:20,37.5402,137.3053,0,0,14.71,305516,965,295.3,11.364,41.9,0
01/05/2023,06:30,37.5402,137.3053,0,0,14.64,299722,965,293.9,11.31,43.2,0
01/05/2023,06:45,37.5402,137.3053,0,0,14.52,293933,964,292.6,11.247,42.8,0
01/05/2023,07:00,37.5402,137.3053,0,0,14.34,288234,964,291.4,11.174,40.8,0
01/05/2023,07:20,37.5402,137.3053,0,0,14.09,282691,964,290.4,11.09,40.7,0
01/05/2023,07:30,37.5402,137.3053,0,0,13.75,277371,964,289.6,10.993,41.3,0
01/05/2023,07:45,37.5402,137.3053,0,0,13.33,272331,964,289.1,10.884,41.5,0
01/05/2023,08:00,37.5402,137.3053,0,0,12.82,267641,964,288.9,10.762,40.8,0
01/05/2023,08:20,37.5402,137.3053,3.5,14,12.24,263368,964,289,10.629,40.2,1
01/05/2023,08:30,37.5402,137.3053,3.7,5,11.58,259589,964,289.5,10.487,39.5,1
01/05/2023,08:45,37.5402,137.3053,3.6,3,10.87,256389,964,290.3,10.339,39.3,1
01/05/2023,09:00,37.5402,137.3053,0,0,10.12,253855,964,291.5,10.188,40.4,0
01/05/2023,09:20,37.5402,137.3053,0,0,9.33,252085,964,293.1,10.037,41.1,0
01/05/2023,09:30,37.5402,137.3053,3.5,18,8.55,251175,964,294.9,9.889,39.9,1
01/05/2023,09:45,37.5402,137.3053,4.1,11,7.79,251218,963,297.2,9.75,41.2,1
01/05/2023,10:00,37.5402,137.3053,0,0,7.09,252299,963,299.7,9.621,40.9,0
01/05/2023,10:20,37.5402,137.3053,0,0,6.41,254484,962,302.5,9.505,41.1,0
01/05/2023,10:30,37.5402,137.3053,0,0,5.8,257815,962,305.6,9.404,41.4,0
01/05/2023,10:45,37.5402,137.3053,3.6,4,5.27,262297,961,308.9,9.317,42,1
01/05/2023,11:00,37.5402,137.3053,3.6,16,4.81,267890,960,312.3,9.245,42,1
01/05/2023,11:20,37.5402,137.3053,3.4,59,4.4,274501,959,315.9,9.186,40.2,1
01/05/2023,11:30,37.5402,137.3053,3.6,16,4.04,281985,957,319.6,9.138,39.5,1
01/05/2023,11:45,37.5402,137.3053,0,0,3.72,290137,956,323.3,9.097,38.5,0
01/05/2023,12:00,37.5402,137.3053,3.5,17,3.43,298710,954,327,9.061,37.8,1
01/05/2023,12:20,37.5402,137.3053,3.3,9,3.17,307421,953,330.6,9.027,37.2,1
01/05/2023,12:30,37.5402,137.3053,3.4,14,2.93,315971,951,334.2,8.993,36.8,1
01/05/2023,12:45,37.5402,137.3053,3.5,12,2.7,324063,950,337.6,8.955,36.8,1
01/05/2023,13:00,37.5402,137.3053,3.5,10,2.5,331427,949,340.9,8.912,35.6,1
01/05/2023,13:20,37.5402,137.3053,3.4,12,2.3,337829,948,344,8.863,34.8,1
01/05/2023,13:30,37.5402,137.3053,3.6,18,2.12,343082,947,346.8,8.808,34.7,1
01/05/2023,13:45,37.5402,137.3053,3.4,18,1.96,347053,947,349.3,8.748,33.5,1
01/05/2023,14:00,37.5402,137.3053,3.4,7,1.8,349654,946,351.5,8.682,30.8,1
01/05/2023,14:20,37.5402,137.3053,6.9,12,1.66,350830,946,353.4,8.612,31,1
01/05/2023,14:30,37.5402,137.3053,3.5,16,1.54,350553,945,354.9,8.537,29.3,1
01/05/2023,14:45,37.5402,137.3053,3.6,16,1.43,348806,945,356.1,8.459,28.7,1
01/05/2023,15:00,37.5402,137.3053,3.8,19,1.33,345235,945,356.8,8.377,28.6,1
01/05/2023,15:20,37.5402,137.3053,3.8,9,1.26,340049,945,357.2,8.291,27.3,1
01/05/2023,15:30,37.5402,137.3053,3.6,16,1.2,333327,944,357.1,8.199,26,1
01/05/2023,15:45,37.5402,137.3053,3.9,16,1.16,325067,944,356.6,8.102,25.9,1
01/05/2023,16:00,37.5402,137.3053,3.6,13,1.15,315307,944,355.7,7.997,26.4,1
01/05/2023,16:20,37.5402,137.3053,3.9,12,1.15,304139,944,354.4,7.884,25.8,1
01/05/2023,16:30,37.5402,137.3053,3.6,16,1.18,291740,944,352.6,7.764,24.3,1
01/05/2023,16:45,37.5402,137.3053,0,0,1.24,278366,944,350.4,7.636,23.6,0
01/05/2023,17:00,37.5402,137.3053,0,0,1.32,264352,944,347.9,7.505,23.2,0
01/05/2023,17:20,37.5402,137.3053,0,0,1.43,250098,945,344.9,7.372,22.9,0
01/05/2023,17:30,37.5402,137.3053,0,0,1.57,236040,946,341.6,7.244,23.4,0
01/05/2023,17:45,37.5402,137.3053,0,0,1.74,222611,946,338,7.125,24.2,0
01/05/2023,18:00,37.5402,137.3053,0,0,1.94,210214,948,334,7.023,23.6,0
01/05/2023,18:20,37.5402,137.3053,0,0,2.18,199188,949,329.8,6.943,23.9,0
01/05/2023,18:30,37.5402,137.3053,0,0,2.46,189784,950,325.4,6.895,22.7,0
01/05/2023,18:45,37.5402,137.3053,0,0,2.78,182159,952,320.8,6.882,22.6,0
01/05/2023,19:00,37.5402,137.3053,0,0,3.15,176368,954,316.1,6.91,21.7,0
01/05/2023,19:20,37.5402,137.3053,0,0,3.59,172378,956,311.3,6.981,20.6,0
01/05/2023,19:30,37.5402,137.3053,0,0,4.11,170075,957,306.6,7.097,20,0
01/05/2023,19:45,37.5402,137.3053,0,0,4.71,169278,959,301.8,7.256,19.6,0
01/05/2023,20:00,37.5402,137.3053,0,0,5.38,169760,961,297.1,7.454,18.9,0
01/05/2023,20:20,37.5402,137.3053,0,0,6.11,171271,963,292.6,7.685,19.5,0
01/05/2023,20:30,37.5402,137.3053,0,0,6.91,173551,964,288.3,7.941,20.7,0
01/05/2023,20:45,37.5402,137.3053,0,0,7.78,176353,966,284.3,8.215,21.9,0
01/05/2023,21:00,37.5402,137.3053,0,0,8.68,179458,967,280.5,8.495,23.5,0
01/05/2023,21:20,37.5402,137.3053,0,0,9.61,182691,968,277.1,8.774,25.4,0
01/05/2023,21:30,37.5402,137.3053,0,0,10.55,185919,968,274.2,9.042,26.6,0
01/05/2023,21:45,37.5402,137.3053,0,0,11.47,189066,969,271.6,9.293,29,0
01/05/2023,22:00,37.5402,137.3053,0,0,12.35,192099,970,269.5,9.521,30.5,0
01/05/2023,22:20,37.5402,137.3053,0,0,13.17,195029,970,268,9.722,31.4,0
01/05/2023,22:30,37.5402,137.3053,0,0,13.92,197908,971,266.9,9.895,32.2,0
01/05/2023,22:45,37.5402,137.3053,0,0,14.58,200814,971,266.3,10.04,32.9,0
01/05/2023,23:00,37.5402,137.3053,0,0,15.14,203851,972,266.1,10.16,32.7,0
01/05/2023,23:20,37.5402,137.3053,0,0,15.6,207139,972,266.5,10.26,31.9,0
01/05/2023,23:30,37.5402,137.3053,0,0,15.98,210801,972,267.3,10.342,31.2,0
