DayC,Hour,Latitude,Longitude,magnitud,profundidad,Electron_density_Ne,o+,NO,hmF2,foF2,tec_GIM,sismo
2020-06-23,16:00,27.89,335.1,3.8,24.4,407000000000.0,98.5,0.1,290.8,5.743,14.4,1.0
2020-06-23,17:00,27.89,335.1,4.0,7.0,508000000000.0,98.8,0.1,301.9,6.401,15.9,1.0
2020-06-23,17:00,27.74,335.14,3.5,5.7,508.0,98.7,0.14,301.9,6.402,15.9,1.0
2020-06-23,17:00,27.75,335.13,3.9,8.5,51.0,98.6,0.13,301.9,6.403,15.9,1.0
2020-06-23,17:00,27.76,335.12,4.0,15.7,5.0,98.5,0.12,301.9,6.404,15.9,1.0
2020-06-23,17:00,27.77,335.11,4.2,25.7,1.0,98.4,0.11,301.9,6.405,15.9,1.0
2020-06-23,17:00,27.78,335.1,3.8,12.0,5.0,98.3,0.1,301.9,6.406,15.9,1.0
2020-06-23,17:00,27.79,335.9,3.8,17.6,51.0,98.2,0.9,301.9,6.407,15.9,1.0
2020-06-23,17:00,27.8,335.8,3.6,7.4,508.0,98.1,0.8,301.9,6.408,15.9,1.0
2020-06-23,17:00,27.81,335.7,3.9,14.9,5080.0,98.0,0.7,301.9,6.409,15.9,1.0
2020-06-23,17:00,27.82,335.6,3.8,15.7,50803.0,98.1,0.6,301.9,6.41,15.9,1.0
2020-06-23,17:00,27.83,335.5,4.0,22.6,508030.0,98.2,0.5,301.9,6.411,15.9,1.0
2020-06-23,17:00,27.84,335.4,4.2,25.2,5080300.0,98.3,0.4,301.9,6.412,15.9,1.0
2020-06-23,17:00,27.85,335.3,4.2,5.9,50803000.0,98.4,0.3,301.9,6.413,15.9,1.0
2020-06-23,17:00,27.86,335.2,4.0,12.6,508030000.0,98.5,0.2,301.9,6.414,15.9,1.0
2020-06-23,17:00,27.87,335.1,4.1,17.3,5080300000.0,98.6,0.1,301.9,6.415,15.9,1.0
2020-06-23,17:00,27.88,335.0,4.2,10.0,50803000000.0,98.7,0.0,301.9,6.416,15.9,1.0
2020-06-23,17:00,27.89,335.1,4.5,23.5,508000000000.0,98.8,0.1,301.9,6.417,15.9,1.0
2020-06-23,18:00,27.89,335.1,4.2,18.8,641000000000.0,99.0,0.1,307.7,7.202,16.7,1.0
2020-06-23,18:00,27.89,335.1,4.3,18.2,641000000000.0,99.0,0.1,307.7,7.202,16.7,1.0
2020-06-23,18:00,27.89,335.1,4.3,16.0,641000000000.0,99.0,0.1,307.7,7.202,16.7,1.0
2020-06-23,18:00,27.89,335.1,4.8,8.6,641000000000.0,99.0,0.1,307.7,7.202,16.7,1.0
2020-06-23,19:00,27.89,335.1,3.9,22.9,765000000000.0,99.1,0.1,309.0,7.883,17.4,1.0
2020-06-23,19:00,27.89,335.1,3.9,16.5,765000000000.0,99.1,0.1,309.0,7.883,17.4,1.0
2020-06-23,20:00,27.89,335.1,3.9,40.0,855000000000.0,99.2,0.1,305.5,8.316,18.7,1.0
2020-06-23,20:00,27.89,335.1,4.0,12.5,855000000000.0,99.2,0.1,305.5,8.316,18.7,1.0
2020-06-23,20:00,27.89,335.1,4.3,13.7,855000000000.0,99.2,0.1,305.5,8.316,18.7,1.0
2020-06-23,20:00,27.89,335.1,4.0,8.7,855000000000.0,99.2,0.1,305.5,8.316,18.7,1.0
2020-06-23,20:00,27.89,335.1,3.9,3.6,855000000000.0,99.2,0.1,305.5,8.316,18.7,1.0
2020-06-23,20:00,27.89,335.1,3.7,9.4,855000000000.0,99.2,0.1,305.5,8.316,18.7,1.0
2020-06-23,21:00,27.89,335.1,4.7,14.2,901000000000.0,99.2,0.1,302.6,8.529,18.3,1.0
2020-06-23,21:00,27.89,335.1,3.6,8.7,901000000000.0,99.2,0.1,302.6,8.529,18.3,1.0
2020-06-23,21:00,27.89,335.1,4.5,16.4,901000000000.0,99.2,0.1,302.6,8.529,18.3,1.0
2020-06-23,21:00,27.89,335.1,3.8,27.7,901000000000.0,99.2,0.1,302.6,8.529,18.3,1.0
2020-06-23,21:00,27.89,335.1,4.1,12.9,901000000000.0,99.2,0.1,302.6,8.529,18.3,1.0
2020-06-23,21:00,27.89,335.1,3.7,9.0,901000000000.0,99.2,0.1,302.6,8.529,18.3,1.0
2020-06-23,21:00,27.89,335.1,3.8,16.6,901000000000.0,99.2,0.1,302.6,8.529,18.3,1.0
2020-06-23,22:00,27.89,335.1,3.9,6.5,911000000000.0,99.2,0.1,300.3,8.57,19.0,1.0
2020-06-23,22:00,27.89,335.1,3.8,16.1,911000000000.0,99.2,0.1,300.3,8.57,19.0,1.0
2020-06-23,22:00,27.89,335.1,3.6,13.4,911000000000.0,99.2,0.1,300.3,8.57,19.0,1.0
2020-06-23,22:00,27.89,335.1,3.7,12.6,911000000000.0,99.2,0.1,300.3,8.57,19.0,1.0
2020-06-23,22:00,27.89,335.1,3.6,12.9,911000000000.0,99.2,0.1,300.3,8.57,19.0,1.0
2020-06-23,22:00,27.89,335.1,3.7,19.4,911000000000.0,99.2,0.1,300.3,8.57,19.0,1.0
2020-06-23,22:00,27.89,335.1,4.1,18.2,911000000000.0,99.2,0.1,300.3,8.57,19.0,1.0
2020-06-23,23:00,27.89,335.1,4.2,17.2,874000000000.0,99.2,0.1,296.0,8.402,18.0,1.0
2020-06-23,23:00,27.89,335.1,4.1,15.6,874000000000.0,99.2,0.1,296.0,8.402,18.0,1.0
2020-06-23,23:00,27.89,335.1,4.1,18.8,874000000000.0,99.2,0.1,296.0,8.402,18.0,1.0
2020-06-23,23:00,27.89,335.1,3.4,15.2,874000000000.0,99.2,0.1,296.0,8.402,18.0,1.0
2020-06-24,01:00,27.89,335.1,3.4,11.3,621000000000.0,99.0,0.0,287.3,7.123,16.4,1.0
2020-06-24,02:00,27.89,335.1,3.4,5.8,477000000000.0,99.9,0.0,288.1,6.24,15.2,1.0
2020-06-24,02:00,27.89,335.1,4.2,11.8,477000000000.0,99.9,0.0,288.1,6.24,15.2,1.0
2020-06-24,02:00,27.89,335.1,5.5,12.0,477000000000.0,99.9,0.0,288.1,6.24,15.2,1.0
2020-06-24,02:00,27.89,335.1,4.1,17.1,477000000000.0,99.9,0.0,288.1,6.24,15.2,1.0
2020-06-24,03:00,27.89,335.1,4.1,52.1,374000000000.0,99.9,0.0,301.6,5.492,14.2,1.0
2020-06-24,03:00,27.89,335.1,4.8,4.9,374000000000.0,99.9,0.0,301.6,5.492,14.2,1.0
2020-06-24,03:00,27.89,335.1,4.5,21.0,374000000000.0,99.9,0.0,301.6,5.492,14.2,1.0
2020-06-24,03:00,27.89,335.1,3.7,19.2,374000000000.0,99.9,0.0,301.6,5.492,14.2,1.0
2020-06-24,03:00,27.89,335.1,4.4,14.8,374000000000.0,99.9,0.0,301.6,5.492,14.2,1.0
2020-06-24,04:00,27.89,335.1,3.6,18.2,275000000000.0,99.9,0.0,316.3,4.912,12.4,1.0
2020-06-24,04:00,27.89,335.1,3.3,10.2,275000000000.0,99.9,0.0,316.3,4.912,12.4,1.0
2020-06-24,04:00,27.89,335.1,3.4,2.9,275000000000.0,99.9,0.0,316.3,4.912,12.4,1.0
2020-06-24,04:00,27.89,335.1,3.5,5.0,275000000000.0,99.9,0.0,316.3,4.912,12.4,1.0
2020-06-24,04:00,27.89,335.1,3.5,27.3,275000000000.0,99.9,0.0,316.3,4.912,12.4,1.0
2020-06-24,04:00,27.89,335.1,3.8,17.0,275000000000.0,99.9,0.0,316.3,4.912,12.4,1.0
2020-06-24,04:00,27.89,335.1,3.5,30.6,275000000000.0,99.9,0.0,316.3,4.912,12.4,1.0
2020-06-24,05:00,27.89,335.1,3.8,6.0,214000000000.0,99.9,0.0,320.7,4.406,10.8,1.0
2020-06-24,05:00,27.89,335.1,3.7,45.2,214000000000.0,99.9,0.0,320.7,4.406,10.8,1.0
2020-06-24,05:00,27.89,335.1,3.9,22.9,214000000000.0,99.9,0.0,320.7,4.406,10.8,1.0
2020-06-24,05:00,27.89,335.1,3.9,13.7,214000000000.0,99.9,0.0,320.7,4.406,10.8,1.0
2020-06-24,05:00,27.89,335.1,3.4,37.9,214000000000.0,99.9,0.0,320.7,4.406,10.8,1.0
2020-06-24,05:00,27.89,335.1,3.9,37.1,214000000000.0,99.9,0.0,320.7,4.406,10.8,1.0
2020-06-24,05:00,27.89,335.1,3.9,11.3,214000000000.0,99.9,0.0,320.7,4.406,10.8,1.0
2020-06-24,06:00,27.89,335.1,3.6,15.0,185000000000.0,99.9,0.0,315.8,3.986,9.1,1.0
2020-06-24,06:00,27.89,335.1,4.0,16.1,185000000000.0,99.9,0.0,315.8,3.986,9.1,1.0
2020-06-24,06:00,27.89,335.1,3.9,17.9,185000000000.0,99.9,0.0,315.8,3.986,9.1,1.0
2020-06-24,06:00,27.89,335.1,3.5,12.5,185000000000.0,99.9,0.0,315.8,3.986,9.1,1.0
2020-06-24,06:00,27.89,335.1,3.6,11.4,185000000000.0,99.9,0.0,315.8,3.986,9.1,1.0
2020-06-24,06:00,27.89,335.1,3.8,9.6,185000000000.0,99.9,0.0,315.8,3.986,9.1,1.0
2020-06-24,07:00,27.89,335.1,3.9,5.8,172000000000.0,99.9,0.1,307.7,3.747,8.2,1.0
2020-06-24,07:00,27.89,335.1,3.7,7.9,172000000000.0,99.9,0.1,307.7,3.747,8.2,1.0
2020-06-24,07:00,27.89,335.1,3.6,38.4,172000000000.0,99.9,0.1,307.7,3.747,8.2,1.0
2020-06-24,07:00,27.89,335.1,4.2,15.2,172000000000.0,99.9,0.1,307.7,3.747,8.2,1.0
2020-06-24,07:00,27.89,335.1,3.9,12.0,172000000000.0,99.9,0.1,307.7,3.747,8.2,1.0
2020-06-24,07:00,27.89,335.1,3.9,12.0,172000000000.0,99.9,0.1,307.7,3.747,8.2,1.0
2020-06-24,08:00,27.89,335.1,4.0,10.0,161000000000.0,99.9,0.1,304.3,3.609,7.7,1.0
2020-06-24,08:00,27.89,335.1,3.8,58.7,161000000000.0,99.9,0.1,304.3,3.609,7.7,1.0
2020-06-24,08:00,27.89,335.1,4.0,53.9,161000000000.0,99.9,0.1,304.3,3.609,7.7,1.0
2020-06-24,08:00,27.89,335.1,4.1,16.2,161000000000.0,99.9,0.1,304.3,3.609,7.7,1.0
2020-06-24,08:00,27.89,335.1,3.9,4.5,161000000000.0,99.9,0.1,304.3,3.609,7.7,1.0
2020-06-24,09:00,27.89,335.1,3.9,17.3,140000000000.0,99.9,0.1,305.7,3.372,8.0,1.0
2020-06-24,09:00,27.89,335.1,3.8,18.1,140000000000.0,99.9,0.1,305.7,3.372,8.0,1.0
2020-06-24,09:00,27.89,335.1,4.0,23.9,140000000000.0,99.9,0.1,305.7,3.372,8.0,1.0
2020-06-24,09:00,27.89,335.1,3.7,14.5,140000000000.0,99.9,0.1,305.7,3.372,8.0,1.0
2020-06-24,10:00,27.89,335.1,4.1,14.4,119000000000.0,99.9,0.1,304.0,3.098,6.3,1.0
2020-06-24,10:00,27.89,335.1,4.1,14.4,119000000000.0,99.9,0.1,304.0,3.098,6.3,1.0
2020-06-24,11:00,27.89,335.1,3.3,4.5,123000000000.0,99.8,0.1,290.3,3.159,5.9,1.0
2020-06-24,11:00,27.89,335.1,4.1,10.8,123000000000.0,99.8,0.1,290.3,3.159,5.9,1.0
2020-06-24,12:00,27.89,335.1,3.8,10.0,161000000000.0,96.8,0.3,268.1,3.745,5.4,1.0
2020-06-24,12:00,27.89,335.1,3.9,35.9,161000000000.0,96.8,0.3,268.1,3.745,5.4,1.0
2020-06-24,13:00,27.89,335.1,4.0,47.0,220000000000.0,97.6,0.2,252.3,4.533,6.3,1.0
2020-06-24,14:00,27.89,335.1,3.9,15.6,282000000000.0,98.1,0.2,255.1,5.079,8.8,1.0
2020-06-24,14:00,27.89,335.1,3.8,22.5,282000000000.0,98.1,0.2,255.1,5.079,8.8,1.0
2020-06-24,15:00,27.89,335.1,4.1,20.8,339000000000.0,98.3,0.1,272.6,5.36,11.2,1.0
2020-06-24,16:00,27.89,335.1,4.2,50.5,404000000000.0,98.5,0.1,290.7,5.722,13.3,1.0
2020-06-24,17:00,27.89,335.1,3.8,38.1,504000000000.0,98.8,0.1,301.8,6.376,14.2,1.0
2020-06-24,17:00,27.89,335.1,3.5,14.5,504000000000.0,98.8,0.1,301.8,6.376,14.2,1.0
2020-06-24,17:00,27.89,335.1,3.9,18.6,504000000000.0,98.8,0.1,301.8,6.376,14.2,1.0
2020-06-24,18:00,27.89,335.1,4.4,11.7,637000000000.0,99.0,0.1,307.6,7.178,14.2,1.0
2020-06-24,18:00,27.89,335.1,4.1,7.2,637000000000.0,99.0,0.1,307.6,7.178,14.2,1.0
2020-06-24,18:00,27.89,335.1,3.5,4.1,637000000000.0,99.0,0.1,307.6,7.178,14.2,1.0
2020-06-24,18:00,27.89,335.1,4.0,3.0,637000000000.0,99.0,0.1,307.6,7.178,14.2,1.0
2020-06-24,18:00,27.89,335.1,4.2,47.6,637000000000.0,99.0,0.1,307.6,7.178,14.2,1.0
2020-06-24,19:00,27.89,335.1,4.1,9.8,761000000000.0,99.1,0.1,308.8,7.858,14.4,1.0
2020-06-24,19:00,27.89,335.1,4.0,12.0,761000000000.0,99.1,0.1,308.8,7.858,14.4,1.0
2020-06-24,19:00,27.89,335.1,4.3,14.8,761000000000.0,99.1,0.1,308.8,7.858,14.4,1.0
2020-06-24,20:00,27.89,335.1,4.8,16.1,850000000000.0,99.2,0.1,305.4,8.291,17.5,1.0
2020-06-24,20:00,27.89,335.1,3.6,14.1,850000000000.0,99.2,0.1,305.4,8.291,17.5,1.0
2020-06-24,21:00,27.89,335.1,4.2,9.6,897000000000.0,99.2,0.1,302.4,8.509,19.3,1.0
2020-06-24,21:00,27.89,335.1,3.8,15.1,897000000000.0,99.2,0.1,302.4,8.509,19.3,1.0
2020-06-24,22:00,27.89,335.1,4.0,10.0,908000000000.0,99.2,0.1,300.2,8.556,21.6,1.0
2020-06-24,22:00,27.89,335.1,4.0,5.0,908000000000.0,99.2,0.1,300.2,8.556,21.6,1.0
2020-06-24,23:00,27.89,335.1,4.0,4.1,871000000000.0,99.2,0.1,295.8,8.388,20.0,1.0
2020-06-24,23:00,27.89,335.1,3.6,34.5,871000000000.0,99.2,0.1,295.8,8.388,20.0,1.0
2020-06-25,01:00,27.89,335.1,3.5,12.7,618000000000.0,99.0,0.0,287.0,7.108,20.3,1.0
2020-06-25,01:00,27.89,335.1,3.8,15.1,618000000000.0,99.0,0.0,287.0,7.108,20.3,1.0
2020-06-25,01:00,27.89,335.1,3.9,16.4,618000000000.0,99.0,0.0,287.0,7.108,20.3,1.0
2020-06-25,02:00,27.89,335.1,4.0,99.5,476000000000.0,99.9,0.0,288.0,6.229,18.1,1.0
2020-06-25,02:00,27.89,335.1,3.7,10.9,476000000000.0,99.9,0.0,288.0,6.229,18.1,1.0
2020-06-25,03:00,27.89,335.1,3.9,44.7,372000000000.0,99.9,0.0,301.6,5.48,15.0,1.0
2020-06-25,03:00,27.89,335.1,3.7,17.0,372000000000.0,99.9,0.0,301.6,5.48,15.0,1.0
2020-06-25,03:00,27.89,335.1,4.1,13.7,372000000000.0,99.9,0.0,301.6,5.48,15.0,1.0
2020-06-25,04:00,27.89,335.1,3.7,17.0,273000000000.0,99.9,0.0,316.3,4.898,10.9,1.0
2020-06-25,04:00,27.89,335.1,4.2,19.3,273000000000.0,99.9,0.0,316.3,4.898,10.9,1.0
2020-06-25,04:00,27.89,335.1,3.3,52.6,273000000000.0,99.9,0.0,316.3,4.898,10.9,1.0
2020-06-25,04:00,27.89,335.1,3.7,16.1,273000000000.0,99.9,0.0,316.3,4.898,10.9,1.0
2020-06-25,04:00,27.89,335.1,3.9,8.5,273000000000.0,99.9,0.0,316.3,4.898,10.9,1.0
2020-06-25,04:00,27.89,335.1,3.5,11.3,273000000000.0,99.9,0.0,316.3,4.898,10.9,1.0
2020-06-25,04:00,27.89,335.1,4.2,17.5,273000000000.0,99.9,0.0,316.3,4.898,10.9,1.0
2020-06-25,04:00,27.89,335.1,3.8,18.7,273000000000.0,99.9,0.0,316.3,4.898,10.9,1.0
2020-06-25,05:00,27.89,335.1,3.9,47.4,214000000000.0,99.9,0.0,320.7,4.396,6.5,1.0
2020-06-25,05:00,27.89,335.1,3.9,35.1,214000000000.0,99.9,0.0,320.7,4.396,6.5,1.0
2020-06-25,05:00,27.89,335.1,4.0,27.1,214000000000.0,99.9,0.0,320.7,4.396,6.5,1.0
2020-06-25,05:00,27.89,335.1,4.3,8.7,214000000000.0,99.9,0.0,320.7,4.396,6.5,1.0
2020-06-25,06:00,27.89,335.1,3.9,19.7,185000000000.0,99.9,0.0,315.8,3.982,4.9,1.0
2020-06-25,06:00,27.89,335.1,3.4,17.0,185000000000.0,99.9,0.0,315.8,3.982,4.9,1.0
2020-06-25,06:00,27.89,335.1,3.9,36.9,185000000000.0,99.9,0.0,315.8,3.982,4.9,1.0
2020-06-25,07:00,27.89,335.1,3.6,13.4,171000000000.0,99.9,0.0,307.7,3.741,4.6,1.0
2020-06-25,07:00,27.89,335.1,3.9,28.2,171000000000.0,99.9,0.0,307.7,3.741,4.6,1.0
2020-06-25,07:00,27.89,335.1,4.0,27.1,171000000000.0,99.9,0.0,307.7,3.741,4.6,1.0
2020-06-25,07:00,27.89,335.1,3.5,12.4,171000000000.0,99.9,0.0,307.7,3.741,4.6,1.0
2020-06-25,07:00,27.89,335.1,3.8,15.7,171000000000.0,99.9,0.0,307.7,3.741,4.6,1.0
2020-06-25,08:00,27.89,335.1,4.0,64.5,160000000000.0,99.9,0.1,304.3,3.598,4.6,1.0
2020-06-25,09:00,27.89,335.1,3.9,14.6,139000000000.0,99.9,0.1,305.6,3.366,4.8,1.0
2020-06-25,09:00,27.89,335.1,4.0,13.9,139000000000.0,99.9,0.1,305.6,3.366,4.8,1.0
2020-06-25,09:00,27.89,335.1,3.8,12.5,139000000000.0,99.9,0.1,305.6,3.366,4.8,1.0
2020-06-25,09:00,27.89,335.1,3.7,12.9,139000000000.0,99.9,0.1,305.6,3.366,4.8,1.0
2020-06-25,10:00,27.89,335.1,4.0,15.0,119000000000.0,99.9,0.1,303.9,3.1,4.4,1.0
2020-06-25,10:00,27.89,335.1,3.6,15.0,119000000000.0,99.9,0.1,303.9,3.1,4.4,1.0
2020-06-25,10:00,27.89,335.1,3.5,15.0,119000000000.0,99.9,0.1,303.9,3.1,4.4,1.0
2020-06-25,11:00,27.89,335.1,3.8,10.8,123000000000.0,99.8,0.1,290.3,3.161,4.5,1.0
2020-06-25,12:00,27.89,335.1,3.4,39.2,161000000000.0,96.8,0.2,268.2,3.737,4.1,1.0
2020-06-25,12:00,27.89,335.1,3.9,10.2,161000000000.0,96.8,0.2,268.2,3.737,4.1,1.0
2020-06-25,12:00,27.89,335.1,4.1,10.0,161000000000.0,96.8,0.2,268.2,3.737,4.1,1.0
2020-06-25,12:00,27.89,335.1,3.6,19.9,161000000000.0,96.8,0.2,268.2,3.737,4.1,1.0
2020-06-25,13:00,27.89,335.1,3.8,17.6,219000000000.0,97.6,0.2,252.4,4.52,5.0,1.0
2020-06-25,13:00,27.89,335.1,3.9,5.0,219000000000.0,97.6,0.2,252.4,4.52,5.0,1.0
2020-06-25,13:00,27.89,335.1,4.3,8.0,219000000000.0,97.6,0.2,252.4,4.52,5.0,1.0
2020-06-25,14:00,27.89,335.1,4.1,10.3,281000000000.0,98.1,0.1,255.1,5.068,7.7,1.0
2020-06-25,14:00,27.89,335.1,3.5,9.3,281000000000.0,98.1,0.1,255.1,5.068,7.7,1.0
2020-06-25,14:00,27.89,335.1,3.5,11.9,281000000000.0,98.1,0.1,255.1,5.068,7.7,1.0
2020-06-25,14:00,27.89,335.1,4.1,28.8,281000000000.0,98.1,0.1,255.1,5.068,7.7,1.0
2020-06-25,15:00,27.89,335.1,3.9,16.5,338000000000.0,98.3,0.1,272.6,5.346,9.2,1.0
2020-06-25,15:00,27.89,335.1,3.9,15.8,338000000000.0,98.3,0.1,272.6,5.346,9.2,1.0
2020-06-25,15:00,27.89,335.1,3.5,15.0,338000000000.0,98.3,0.1,272.6,5.346,9.2,1.0
2020-06-25,16:00,27.89,335.1,3.8,17.0,400000000000.0,98.5,0.1,290.5,5.7,9.9,1.0
2020-06-25,17:00,27.89,335.1,0.0,0.0,500000000000.0,98.8,0.1,301.6,6.351,12.0,0.0
2020-06-25,18:00,27.89,335.1,0.0,0.0,632000000000.0,99.0,0.1,307.4,7.154,13.2,0.0
2020-06-25,19:00,27.89,335.1,0.0,0.0,756000000000.0,99.1,0.1,308.7,7.834,14.5,0.0
2020-06-25,20:00,27.89,335.1,0.0,0.0,845000000000.0,99.2,0.1,305.2,8.266,16.5,0.0
2020-06-25,21:00,27.89,335.1,0.0,0.0,893000000000.0,99.2,0.1,302.3,8.488,16.2,0.0
2020-06-25,22:00,27.89,335.1,0.0,0.0,905000000000.0,99.2,0.1,300.0,8.541,17.0,0.0
2020-06-25,23:00,27.89,335.1,3.7,10.0,868000000000.0,99.2,0.1,295.6,8.373,16.7,1.0
