Day,Hour of day,Latitude,Longitude,Ne/cm-3,O+,N+,hmF2,foF2,Tec
2023-05-04,17:20,37.5402,137.3053,254838,946,27,344.6,7.471,1.48
2023-05-04,17:30,37.5402,137.3053,240401,947,27,341.1,7.344,1.63
2023-05-04,17:45,37.5402,137.3053,226613,948,27,337.3,7.227,1.82
2023-05-04,18:00,37.5402,137.3053,213878,949,27,333.3,7.126,2.04
2023-05-04,18:20,37.5402,137.3053,202535,950,27,329.0,7.047,2.29
2023-05-04,18:30,37.5402,137.3053,192829,951,26,324.4,6.997,2.59
2023-05-04,18:45,37.5402,137.3053,184912,953,26,319.8,6.982,2.92
2023-05-04,19:00,37.5402,137.3053,178842,955,25,315.1,7.007,3.32
2023-05-04,19:20,37.5402,137.3053,174579,957,24,310.3,7.074,3.77
2023-05-04,19:30,37.5402,137.3053,172008,958,24,305.5,7.184,4.29
2023-05-04,19:45,37.5402,137.3053,170953,960,23,300.8,7.336,4.9
2023-05-04,20:00,37.5402,137.3053,171191,962,22,296.3,7.524,5.56
2023-05-04,20:20,37.5402,137.3053,172474,963,22,291.9,7.744,6.28
2023-05-04,20:30,37.5402,137.3053,174551,965,21,287.8,7.987,7.06
2023-05-04,20:45,37.5402,137.3053,177177,966,21,284.0,8.246,7.89
2023-05-04,21:00,37.5402,137.3053,180141,967,21,280.5,8.51,8.76
2023-05-04,21:20,37.5402,137.3053,183264,968,21,277.5,8.77,9.64
2023-05-04,21:30,37.5402,137.3053,186418,969,20,274.8,9.019,10.51
2023-05-04,21:45,37.5402,137.3053,189516,970,20,272.6,9.249,11.36
2023-05-04,22:00,37.5402,137.3053,192521,970,20,270.8,9.456,12.16
2023-05-04,22:20,37.5402,137.3053,195445,971,20,269.5,9.636,12.9
2023-05-04,22:30,37.5402,137.3053,198326,971,20,268.7,9.788,13.56
2023-05-04,22:45,37.5402,137.3053,201242,971,20,268.4,9.915,14.13
2023-05-04,23:00,37.5402,137.3053,204293,972,20,268.6,10.018,14.61
2023-05-04,23:20,37.5402,137.3053,207593,972,20,269.2,10.101,15.0
2023-05-04,23:30,37.5402,137.3053,211262,972,20,270.2,10.171,15.31
2023-05-04,23:45,37.5402,137.3053,215419,973,20,271.6,10.232,15.54
2023-05-04,00:00,37.5402,137.3053,220175,973,20,273.3,10.289,15.72
2023-05-05,01:00,37.5402,137.3053,246418,974,20,283.5,10.487,15.85
2023-05-05,01:20,37.5402,137.3053,254671,974,20,286.1,10.57,15.88
2023-05-05,01:30,37.5402,137.3053,263418,974,20,288.7,10.66,15.9
2023-05-05,01:45,37.5402,137.3053,272479,974,21,291.2,10.753,15.9
2023-05-05,02:00,37.5402,137.3053,281630,974,21,293.5,10.847,15.88
2023-05-05,02:20,37.5402,137.3053,290608,974,22,295.7,10.938,15.83
2023-05-05,02:30,37.5402,137.3053,299152,974,22,297.7,11.025,15.76
2023-05-05,02:45,37.5402,137.3053,306996,973,23,299.5,11.103,15.66
2023-05-05,3:00,37.5402,137.3053,313902,973,23,301.0,11.172,15.58
2023-05-05,3:20,37.5402,137.3053,319670,972,24,302.2,11.23,15.41
2023-05-05,3:30,37.5402,137.3053,324161,972,24,303.1,11.275,15.23
2023-05-05,3:45,37.5402,137.3053,327291,971,25,303.7,11.309,15.05
2023-05-05,04:00,37.5402,137.3053,329045,971,26,304.0,11.33,14.87
2023-05-05,04:20,37.5402,137.3053,329474,970,26,304.0,11.341,14.72
2023-05-05,4:30,37.5402,137.3053,328666,969,27,303.7,11.343,14.59
2023-05-05,04:45,37.5402,137.3053,326755,969,28,303.1,11.336,14.5
2023-05-05,5:00,37.5402,137.3053,323903,968,28,302.3,11.321,14.43
2023-05-05,5:20,37.5402,137.3053,320273,967,29,301.4,11.3,14.39
2023-05-05,5:30,37.5402,137.3053,316035,967,30,300.3,11.273,14.27
2023-05-05,5:45,37.5402,137.3053,311346,966,30,299.0,11.241,14.25
2023-05-05,06:00,37.5402,137.3053,306347,966,31,297.8,11.202,14.21
